search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca de Celular,Modelo de Celular,Marca da Capa,Modelo da Capa,Tipo de capa,Material,Cor
1,Capa Capinha Ultra Fina Fosca iPhone 6s Plus 7 8 Plus Novo,90,NA,15,9986,12x,"750.",NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/GORILASHIELD.COM.BR?brandId=1976,https://produto.mercadolivre.com.br/MLB-911931350-capinha-armor-para-iphone-8-plus-gorila-shield-_JM,NA,NA,NA,NA,NA,#911931350,Apple,iPhone 8 Plus,Gorila Shield,iPhone 8 Plus,Anti Impacto,Poliuretano,NA
2,Capa Anti Impacto + Película Gel P iPhone 5 6 7 8 10 X Xs Xr,33,NA,463,4490,6x,"566.",NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,7,https://perfil.mercadolivre.com.br/MALE2382936,https://produto.mercadolivre.com.br/MLB-1248683581-capinha-capa-silicone-c-logo-iphone-6s-7-8-plus-x-xr-xsmax-_JM?searchVariation=38604797244,6,1,0,0,0,#1248683581,Apple,iPhone 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X / XR / XS / XS Max,Silicone,iPhone 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X / XR / XS / XS Max,Apple Case,Silicone e microfibra(camurça),NA
3,Capa Anti Impacto P iPhone 6 7 8 10 X Xs Xr + Película Vidro,32,NA,208,889,6x,"550.",NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,3,https://perfil.mercadolivre.com.br/GLOBALELETRONICOSEIRELI,https://produto.mercadolivre.com.br/MLB-1246923437-capinha-capa-case-silicone-iphone-7-plus-8-plus-lacrada-_JM,3,0,0,0,0,#1246923437,Apple,iphone7 plus  iphone 8 plus,Apple,iPhone,Apple Original,Silicone- Aveludada,NA
4,Capinha Capa Silicone C/ Logo iPhone 6s 7 8 Plus X Xr Xsmax,14,NA,85,12,2x,"760.",NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/MAITE_26,https://produto.mercadolivre.com.br/MLB-1205102371-capinha-casca-de-ovo-ultra-fina-iphone-7-8-plus-x-pelicula-_JM?searchVariation=34807626240,1,0,0,0,0,#1205102371,Apple,"Iphone 7, 8, 7Plus, 8Plus e X",Ipremium,Slim Transparente,Slim Transparente,TPU/Policarbonato,NA
5,Capa Anti Impacto Queda iPhone 5 Se 6 6s 7 8 Plus Xs Max Xr,32,NA,128,936,6x,"550.",NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/GLOBALELETRONICOSEIRELI,https://produto.mercadolivre.com.br/MLB-1246926811-capinha-capa-case-silicone-iphone-7-8-lacrada-aveludada-_JM,NA,NA,NA,NA,NA,#1246926811,Apple,iphone7 iphone 8,Apple,iPhone,Apple Original,Silicone- Aveludada,NA
6,Capa Capinha Ultra Fina Fosca iPhone 5 6 7 8 Plus Xs Xr Max,29,NA,136,364,5x,"580.",NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,7,https://perfil.mercadolivre.com.br/REI_CELULAR,https://produto.mercadolivre.com.br/MLB-1165543047-capa-case-capinha-silicone-aveludado-iphone-8-preto-_JM,6,1,0,0,0,#1165543047,Apple,Iphone 8,Apple,iPhone 8,Silicone,Silicone,NA
7,Capinha Capa Anti Impacto iPhone 5 Se 6 7 8 Plus X 10 Xs Xr,16,NA,81,426,3x,"599.",NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MAISVARIEDADESHOP,https://produto.mercadolivre.com.br/MLB-1157073729-capinha-anti-queda-silicone-resistent-iphone-xs-7-8-plus-xr-_JM?searchVariation=31302197427,NA,NA,NA,NA,NA,#1157073729,Apple,iPhone 7 8 X XR XS XS Max,MAISVARIEDADESHOP,Anti Impacto,Anti Shock,Silicone,NA
8,Capinha Capa Case Silicone iPhone 7 Plus 8 Plus Lacrada,32,NA,208,889,6x,"550.",NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,3,https://perfil.mercadolivre.com.br/GLOBALELETRONICOSEIRELI,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=2VE5vo5Co8OTyX3WxJDjKcFabBoLr9JXkKrFTuutXBTqM6LGqgKkJ3yjt63V8bVXUSUV95yvCOlT3bZvYWZYWQUBLo1ldaHeCBad0g%2Bte7%2B6seQ6PPZPdFZnhf19jBaLy8gH1g6JBaIAUhSfq5Lfj%2BKz%2FgMLdRZbfxgcR9jqeIAbzj3SrxiQrvXHbDvHPOhMVu33ntCghR4v5rLigCNoEl8ONRe14egWnX5AEihcwE8VgEGzI3SRYuLGwj%2BQuD239Ej9hp71qfpKqEZiz99WtkeWfA1luQ6VGhqlfxohhxVj0hA88uXO6hf%2BAm7wXJ0%2BYePnp6WrKpL6jUi1S85NwbtnbAaLyZw58RkywFXnem%2BX5%2FNCgQeZZ%2Bp1ro%2FUxlvFEIgmv%2FVyekT6Diw%2BPJYpB9Czd%2Fskj9Uh7RbE4%2FgCRXmr6R46R50vCvmfg8RZ4FogcgRFkWb1MPBn2fuLSXt%2FcjjQe%2BJDy72RTacf8cushqTYKdv%2FCqEVgpjaX6xj1dw%2BwyYpx37qEKY7Eri7PWDfXEDHwH9%2FoO3T%2BzAFbLm0S6ENKQrgHq4nFN82mxkRR852puDKznFrWO9p3yT8sZSGkctLiVGoaqZEu%2F2GTbc%2Bwe0WJ4a3Ompvssa6Xnm2yvf7GGqn68DR9SBQkyL5iN7h4HsVjEwLABoaRJ18d4S1EWt%2ByP3C5qWejo%2FBoPBoHg4P1gMovjqw1lbNoSFTJvRbRHWVBu5edOFqh9i0RdRouvhJaDo4HTytsyl%2FIZovyiaCrT6dSF4ttvAi99ELyCuXRO%2BCNHwoY46qSSZdcwu3LYGlwBXUYMiAE0ZXxsKQwmDLhehJUFT5X18yZixiwXY3Fi6PAQIVj1dgXxolVGfaqzssNoNehS5%2BKaHtOHZ2F3CbsShU32s4GiVHOubtPc3Sa%2FlHSH17pdMaXrLbgwfdKrp6wqXihppKJAoss1hEvT6gH5Nb%2FkE5zhWzorlJb9lxhagKv9MPhlAr2hS42YTnn2C1u3tiEKXPDesF1FOo7QmJ%2BU1vRwQfapedx%2FNBS2jyelIE%2Bim2a4qYIaBNDUbkl4D9PDs8ZyamRG80fb7WDHXbQSq9KP2%2B5QSlFw%2F3S%2Ft%2BlwT%2Fe0Qb5HSHrCpxA%2FlgNnozS0o22AKF7IuhCb%2F4kO%2BjziE5eQLvkNzOIj5URsS9ykHx5j5JRzY%2BhkDiJTcnbc3CY8G%2FgdugzeHP7JtpopP9UEpKHlswVAH63mT4YemdfjWzPLquZZGnQSOOpwxh68jHpML0131bpUSbXwn6PQ2OsX4wxpQ24o%2F%2BGjvc7oe%2FzQKDd%2BFO6usqeSomBBVWLOoehH%2BboFhqLAdfEEDZ3em6S6lJc%2FiLCBGfpMB1ZGJ0oup4PmUpDYUwaB8q%2BScergudpMLCEzkKgyD4llkLRwjllks13d6A%2BKfpcNxqH3r6z8lcKQOYnAFCwlAOZpTHC955T4OzackKYcKp%2FB%2FI5u2WxK58A3sp2Wmnxta5CY%2Fq8ehm8LCZ8guwEA9Sq3yaZ5xBeCd%2Fq5lfpUKMI0LtlqxaZD%2FLHP7JXOZvvzKXsZmVcK5X9oXYSNYLTCq98mgUcG7prJHYs0yle9zjDMA%3D,3,0,0,0,0,#1246923437,Apple,iphone7 plus  iphone 8 plus,Apple,iPhone,Apple Original,Silicone- Aveludada,NA
9,Capa Capinha Anti Impacto 4em1 iPhone 6 7 8 Plus Xr X Xs Max,35,NA,253,10970,6x,"583.",NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,5,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1197368219-capa-capinha-ultra-fina-fosca-iphone-5-6-7-8-plus-xs-xr-max-_JM?searchVariation=34356084379,5,0,0,0,0,#1197368219,iPhone,iphone,jk capas,ultra fina fosca,capa protetor,TPU/Policarbonato,NA
10,Capa Capinha Magnetica Luxo iPhone 7 8 Plus X Xs Xr Xs Max,29,NA,184,316,5x,"580.",NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,6,https://perfil.mercadolivre.com.br/REI_CELULAR,https://produto.mercadolivre.com.br/MLB-1165539317-capinha-silicone-aveludado-iphone-8-plus-verde-agua-_JM,5,1,0,0,0,#1165539317,Apple,Iphone 8 Plus,Apple,iPhone 8 Plus,Silicone,Silicone,NA
