search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Tipos de cabezales,Cantidad de cabezales,Sistema de afeitado,Tipo de alimentación,Tiempo de funcionamiento,Tiempo de carga
226, Afeitadora Remington Shaver Pr1335 Eléctrica Potente ,549,NA,4,21,18 meses,30.50,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/TEKLIFE,https://articulo.mercadolibre.com.mx/MLM-674628141-afeitadora-remington-shaver-pr1335-electrica-potente-_JM#position=17&type=item&tracking_id=a69bd20b-d6c9-451d-836c-4894c16165eb,NA,NA,NA,NA,NA,#674628141,Remington,Afeiadora,PR1335,Giratorios,NA,NA,Eléctrica,NA,NA
227, Afeitadora Remington Wet Tech 360 - R1285 ,848,NA,5,2,18 meses,47.11,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/ARATSAPOP?brandId=206,https://articulo.mercadolibre.com.mx/MLM-663829191-afeitadora-remington-wet-tech-360-r1285-_JM#position=18&type=item&tracking_id=a69bd20b-d6c9-451d-836c-4894c16165eb,NA,NA,NA,NA,NA,#663829191,Remington,Afeitadoras,R1285,Giratorios,NA,NA,Recargable,60 Minutos,NA
228, Repuesto Para Rasuradora Braun Series 7 - 70s - Pulsonic ,"1,390",NA,7,3,12 meses,137.32,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/ELMORROVENDEDOR,https://articulo.mercadolibre.com.mx/MLM-614180776-repuesto-para-rasuradora-braun-series-7-70s-pulsonic-_JM#position=19&type=item&tracking_id=a69bd20b-d6c9-451d-836c-4894c16165eb,NA,NA,NA,NA,NA,#614180776,Braun,Series 7,70s,Flexibles,1,Lift&Cut,NA,1,14 m
229, Rasuradora Eléctrica Inalambrica 3 Cabezas Barba Y Bigotes ,619,NA,65,26,18 meses,34.39,NA,Envío gratis,NA,NA,5,7,https://perfil.mercadolibre.com.mx/DIRECTISHOP+OFICIAL,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=tQy7wBN6vpEwRBQQkGJ3QgYGmucxyeT7hj6QJQzJX9BMWoNKtCKpdWpNsdVycJKb9M6rMTWYkD80rV397CGu0K8HiM5%2BKd03jxJuZnuiSBlRx0%2BjIdc8%2B6eC7NAD0h0fF8ejkOIXUUWMDAIltQdowV9oNQY%2FOoUjnjv3z46XYkADqhWf%2FrSzPGczK2hrGiu9c48%2FaMhV80tCkS2%2FxXVrPWtnHP1r5TQuSnkFTTU%2BT%2FuWKinYeoD7qNWnO4BzBOk1YqqSoYuOVp4PI%2BNBm1GvD%2BLubi4hByBsuJo8qPptpoTWPtLnaSQCHRgzTKMcOxVaGq3RdebKX6BvHYyR2yTYmT8MaKAdvDSgYPDhJaROf9olitnlCXKIn8CjWw3TrWKT8hqoaNJGAW5m%2FBKr2dklI%2BlBgqRM1mTt48ipD5UjfEL%2BCdX%2BemouVo%2F%2Fm%2FrkwxUnFNVosukeMO8YxJv51PrcFK2uGYhC2XWM59q%2BpP0P9Z3OGKTRpHAgMgp8Pgx526u6twrVcwB2ydyyOLcWE7LD2BuIHzP0r2tVC9HuNQrAzs3MOJ%2FQLIUPtQgkLmtlyuZImEZ9AWipaXYu0HAmVfa3fVKNlCr5SMikFqAyV%2FYLcHZV%2BgdJL2pDWSn7UFoFMpIg02wQ53aDaoFmf6U29G48kNBoJHP93lY2LLvWfrXzLZ2JJfaeVFKTA8HfrsoPXnuYWCRYoWSrc5tI3CJPqrGgNuYFTx5gJ%2FQDYlaa89GnUcviaMjd5%2BKRy52UmIDztyOoZu%2Bpd1O3lUJAcBgEY4A1w%2FiszyEsi8yDzg5iowfiVKia6ics1dzTLG9LsNNdfN4iCjhjAmu5FUkhmvY36f7V7%2FrqxgNc4FCZiwDmxYx4pUPjnbSXurpEcrlIetilbu00Ij9mZdJnYmSRiqB%2FykkQkb6E7XlqIJHXh7awiULWVdOFRIXmq7TNi0glRRZDMv1T17%2BZeuiGBYZVcPYwqq8kN38RWwhpjkhwMDpQR0b96yszsmHZ4uv3sbvyCSFyHpjhJ5FGtdhXBF76Vda1X8JJjYvvfYbupiFou69sENPi1VcRDgW93XAKDNMoXDMPtVoQnlMIHcId%2FGcc4MM502C9Yy8%2F3wEjm6RjU%2FHlKbjIobACDmdM4iXAoMHN0W1ctlqzRm%2FRNHL0IVefZD%2BVUoWy0I3nlhHNh8XazBdR75%2FMIJol%2Bbo0arFadMx7pb4u1gUriJyCoKrahSAnln2fr3poKdiI%2Fy8DhAsVsos5dNUYoU6PQfjCCKZjdlPHtEC%2F7ZPoyLhkjVgQ4shTxrxfBnU9Q3jyAtFDYhNCuUiTcCLOZBZUMoqX1bEMDkge3ZGjl877VhMGMVy64MuMqJTl1AbVgM%2FFsdnPwP5thIrlgd7eChx6uRC4gDYDiK41ZtUdohsWjcm33vEkL8nMEBV7%2FPYCuvFI9Z%2Fu4V3cECjq6NcsOGEaYwGRbyhsIYIKiUmIlOq3JNCx0xA882%2Bsm37tX0jFa85e0bNDONPpwHA6LO0CbwZgmxR4bA7%2Bvm2GXhfqM8zZx8SHq41vN3wOvs2qQCd7UN8X1rErHK%2BP8CGokxqTUF89w7V8PSDWdtQkRMI8wCgsY6yLwT3LEIXEwd53RjX87L%2BghvIN54eBIhse1dBiugCMceR2DreQoRJNJaR39SvU3Yna8qU3vimkf3uVDRWpFmOjaH%2Bq4Z3V3ORYf1UEHmW9mNe%2FQWQa85pZqbepazoXeyESiplfx7hf51NZIz9RE8t9LRQQNVWD2cL38n6Hj2A9yslEan41qMi6oHGi9rAW61LbPIFD%2BliOLH6TzV5rPulqSEYYRCvlm1d1ImrVU%2FWhyjFNjVjxnSjVcS2M0H%2B8wIVsBg4PA%2BOmY5BecWL%2FcfUhzryUqQFjsF7vKcV%2FUN1dEFoXOG8olZk2YFtvgODU8szWOz4Gas9bujI9rbvbdODxNVE2O%2FB2VB1v%2FsHmWxsqO%2BJQAqBUFXKYaMD%2BF%2FVNSFoLOYvyuAmkbJkHIFw8n7mhRg8yd84hjotJoBc4moyWoA%3D%3D,7,0,0,0,0,#596891235,Sinbo,Recortadora,SHC 4352,Planos,4,Láminas,Recargable,1 hora,120 m
230, Philips Afeitadora Mujer Piernas Axilas Inalambrica Seco Agu ,749,NA,11,4,12 meses,73.99,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/GRUPOIDS,https://articulo.mercadolibre.com.mx/MLM-638415810-philips-afeitadora-mujer-piernas-axilas-inalambrica-seco-agu-_JM#position=21&type=item&tracking_id=a69bd20b-d6c9-451d-836c-4894c16165eb,NA,NA,NA,NA,NA,#638415810,Philips,Femenina,HP6306,Ergónomicos,1,Láminas,Eléctrica,1,NA
231, Rasuradora Viaje Remington Afeitadora Laminas Flexible Tf70 ,339,NA,5,17,12 meses,33.49,NA,Envío a todo el país,NA,NA,4.6,12,https://perfil.mercadolibre.com.mx/DIRECTISHOP+OFICIAL,https://articulo.mercadolibre.com.mx/MLM-664358891-rasuradora-viaje-remington-afeitadora-laminas-flexible-tf70-_JM#position=22&type=item&tracking_id=a69bd20b-d6c9-451d-836c-4894c16165eb,8,2,1,0,0,#664358891,Remington,Rasurdora,TF70,Flexibles,NA,NA,Eléctrica,60 m,NA
232, Profesional 5 Estrellas Wahl Shaver Máquina De Afeitar ,"1,500",NA,35,6,18 meses,83.33,NA,Envío gratis a todo el país,NA,NA,4.3,3,https://perfil.mercadolibre.com.mx/RAC-09+SHOP,https://articulo.mercadolibre.com.mx/MLM-564669926-profesional-5-estrellas-wahl-shaver-maquina-de-afeitar-_JM#position=23&type=item&tracking_id=a69bd20b-d6c9-451d-836c-4894c16165eb,2,0,1,0,0,#564669926,Wahl,PROFESIONAL,8061,Ergónomico,2,Láminas,Recargable,60 m,8 h
233," Terminadora Y Cortadora De Vello Nasal, Nariz Y Oido Wahl ",412,NA,387,796,18 meses,22.89,NA,Envío gratis a todo el país,NA,NA,4.1,34,https://perfil.mercadolibre.com.mx/CARAS1990?brandId=1233,https://articulo.mercadolibre.com.mx/MLM-550771732-terminadora-y-cortadora-de-vello-nasal-nariz-y-oido-wahl-_JM#position=24&type=item&tracking_id=a69bd20b-d6c9-451d-836c-4894c16165eb,21,4,5,1,3,#550771732,Wahl,Home,Beard Batery Trimmer,Plano,1,Láminas,Baterias,0m,1 s
234, Recortadora Delineadora Terminadora Para Barba Y Bigote Inalambrica Recargable Wahl ,580,NA,28,14,18 meses,32.22,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/TEKLIFE,https://articulo.mercadolibre.com.mx/MLM-617175835-recortadora-delineadora-terminadora-para-barba-y-bigote-inalambrica-recargable-wahl-_JM#position=25&type=item&tracking_id=a69bd20b-d6c9-451d-836c-4894c16165eb,NA,NA,NA,NA,NA,#617175835,Wahl,Home Products,5595,Planos,1,Láminas,Recargable,Rasuradora,8 h
235, Rasuradora Eléctrica Recargable De Bolsillo ,118,NA,6,4,18 meses,6.56,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/EDIR738,https://articulo.mercadolibre.com.mx/MLM-663909158-rasuradora-electrica-recargable-de-bolsillo-_JM#position=26&type=item&tracking_id=a69bd20b-d6c9-451d-836c-4894c16165eb,NA,NA,NA,NA,NA,#663909158,A Long,Eléctrica,RSCW-A28,Removibles,NA,NA,Eléctrica,30,NA
236, Haz Negocio Precio De Mayoreo 240 Rastrillos Economicos Maze ,532,NA,51,NA,12 meses,52.56,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/COMERCIALIZADORA_MAZE,https://articulo.mercadolibre.com.mx/MLM-584032682-haz-negocio-precio-de-mayoreo-240-rastrillos-economicos-maze-_JM#position=27&type=item&tracking_id=a69bd20b-d6c9-451d-836c-4894c16165eb,NA,NA,NA,NA,NA,#584032682,dorco,dorco,s/tiralubricante,Ergónomicos,NA,NA,NA,NA,NA
237," Terminadora Barba Y Cortadora, Oido, Vello Nasal Wahl Plata ",399,NA,20,560,12 meses,39.42,NA,Envío gratis a todo el país,NA,NA,4,1,https://perfil.mercadolibre.com.mx/CARAS1990?brandId=1233,https://articulo.mercadolibre.com.mx/MLM-635851763-terminadora-barba-y-cortadora-oido-vello-nasal-wahl-plata-_JM#position=28&type=item&tracking_id=a69bd20b-d6c9-451d-836c-4894c16165eb,0,1,0,0,0,#635851763,Wahl,Beard Home,5537-420,Planos,4,Láminas,Baterias,1 s,1 s
238, Recortadora Eléctrica Philips Btr383/15 Bikini Rosa ,549,NA,17,11,12 meses,54.24,NA,Envío gratis a todo el país,NA,NA,4.5,2,https://perfil.mercadolibre.com.mx/MACHINE-AUDIO,https://articulo.mercadolibre.com.mx/MLM-613409699-recortadora-electrica-philips-btr38315-bikini-rosa-_JM#position=29&type=item&tracking_id=a69bd20b-d6c9-451d-836c-4894c16165eb,1,1,0,0,0,#613409699,Philips,BikiniGenie,BRT383,Planos,1,Lift&Cut,Eléctrica,1 hora,0 m
239, Rasuradora Philips Mg5750 Recargable Corta Pelo Bigote Oído ,"1,199",NA,6,8,18 meses,66.61,NA,Envío gratis a todo el país,NA,NA,4,1,https://perfil.mercadolibre.com.mx/MACHINE-AUDIO,https://articulo.mercadolibre.com.mx/MLM-613406803-rasuradora-philips-mg5750-recargable-corta-pelo-bigote-oido-_JM#position=30&type=item&tracking_id=a69bd20b-d6c9-451d-836c-4894c16165eb,0,1,0,0,0,#613406803,Philips,Multigroom 5000,MG5750,Plano,1,Rotativo,Eléctrica,3H,1 h
240, Rasuradora Trimmer Solo Micro Touch Barba Bigote Afeitadora ,996,NA,4,3,18 meses,55.33,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/RUMA3289457,https://articulo.mercadolibre.com.mx/MLM-663171233-rasuradora-trimmer-solo-micro-touch-barba-bigote-afeitadora-_JM#position=31&type=item&tracking_id=a69bd20b-d6c9-451d-836c-4894c16165eb,NA,NA,NA,NA,NA,#663171233,MicroTouch,Trims,Microtouch Solo,Pivotantes,NA,NA,Recargable,45,NA
241, Rasuradora Eléctrica Quitapelusa ,240,NA,10,1989,12 meses,23.71,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/HMEROUGALDE,https://articulo.mercadolibre.com.mx/MLM-684211652-rasuradora-electrica-quitapelusa-_JM#position=32&type=item&tracking_id=a69bd20b-d6c9-451d-836c-4894c16165eb,NA,NA,NA,NA,NA,#684211652,Ugoku,Qq,Q,Giratorios,NA,NA,Corriente directa,NA,NA
242, Recortador Personal Oreja Nariz Sinbo Str4916 Envío Gratis ,299,NA,6,4,12 meses,29.54,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/RUMA3289457,https://articulo.mercadolibre.com.mx/MLM-647776311-recortador-personal-oreja-nariz-sinbo-str4916-envio-gratis-_JM#position=33&type=item&tracking_id=a69bd20b-d6c9-451d-836c-4894c16165eb,NA,NA,NA,NA,NA,#647776311,Sinbo,Recortador,STR 4916,Removibles,1,Rotativo,Eléctrica,1,0 s
243, Kit De Montaje Universal Sujecion Radiador Cinchos Larvas ,230,NA,16,1,18 meses,12.78,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/ELECTRONINA,https://articulo.mercadolibre.com.mx/MLM-636200358-kit-de-montaje-universal-sujecion-radiador-cinchos-larvas-_JM#position=34&type=item&tracking_id=a69bd20b-d6c9-451d-836c-4894c16165eb,NA,NA,NA,NA,NA,#636200358,Universal,Radiador,Kit-sujeción,NA,NA,NA,NA,NA,NA
244, Maquina Afeitadora Profesional Wahl Shaver Shaper ,"1,309",NA,15,23,12 meses,129.32,NA,Envío gratis a todo el país,NA,NA,5,2,https://perfil.mercadolibre.com.mx/EVEHAIR,https://articulo.mercadolibre.com.mx/MLM-671729551-maquina-afeitadora-profesional-wahl-shaver-shaper-_JM#position=35&type=item&tracking_id=a69bd20b-d6c9-451d-836c-4894c16165eb,2,0,0,0,0,#671729551,Wahl,5-Star,Shaver,Removibles,NA,NA,Eléctrica,NA,NA
245, Alineadora Y Quitar Pelos En Nariz Con Luz Led Barba Pech ,150,NA,68,44,18 meses,8.33,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/MULTIAHORRO,https://articulo.mercadolibre.com.mx/MLM-553991898-alineadora-y-quitar-pelos-en-nariz-con-luz-led-barba-pech-_JM#position=36&type=item&tracking_id=a69bd20b-d6c9-451d-836c-4894c16165eb,NA,NA,NA,NA,NA,#553991898,MicroTouch,NA,13015,Planos,1,Láminas,NA,4 hrs,0 m
246, Rasuradora Conair Para Ceja Y Bigote Terminadora ,199,NA,11,2,18 meses,11.06,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CARAS1990?brandId=1233,https://articulo.mercadolibre.com.mx/MLM-550615909-rasuradora-conair-para-ceja-y-bigote-terminadora-_JM#position=37&type=item&tracking_id=a69bd20b-d6c9-451d-836c-4894c16165eb,NA,NA,NA,NA,NA,#550615909,Conair,Conair Pro,Ceja Bigote,Planos,NA,NA,Baterias,0m,NA
247, Rasuradora Norelco S1560 3 Cabezas +patillera Lavable Recarg ,"1,575",NA,2,97,18 meses,87.50,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CARAS1990?brandId=1233,https://articulo.mercadolibre.com.mx/MLM-561186798-rasuradora-norelco-s1560-3-cabezas-patillera-lavable-recarg-_JM#position=38&type=item&tracking_id=a69bd20b-d6c9-451d-836c-4894c16165eb,NA,NA,NA,NA,NA,#561186798,Philips,Home,075020054890,Plano,3,Láminas,Eléctrica,0 m,0 m
248, Rasuradora Wahl 100% Profesional Malla D Oro Recargable Lujo ,"1,699",NA,5,95,18 meses,94.39,NA,Envío gratis a todo el país,NA,NA,4.3,3,https://perfil.mercadolibre.com.mx/MELITRONNIC,https://articulo.mercadolibre.com.mx/MLM-623023199-rasuradora-wahl-100-profesional-malla-d-oro-recargable-lujo-_JM#position=39&type=item&tracking_id=a69bd20b-d6c9-451d-836c-4894c16165eb,2,0,1,0,0,#623023199,Wahl,Rasuradora,8061 SHAVER,Planos,1,Láminas,Recargable,Bateria,60 m
249, Babyliss Shaver Gold Rasuradora Profesional Foilfx02 ,"2,999",NA,1,1,12 meses,296.28,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CRTF2006,https://articulo.mercadolibre.com.mx/MLM-701409019-babyliss-shaver-gold-rasuradora-profesional-foilfx02-_JM#position=40&type=item&tracking_id=a69bd20b-d6c9-451d-836c-4894c16165eb,NA,NA,NA,NA,NA,#701409019,BaByliss,FoilFX2,FoilFX2,Removibles,NA,NA,Recargable,NA,NA
250, Rasuradora Recargable Remington Recorta Barba Bigote Pg-6020 ,649,NA,16,2,12 meses,64.12,NA,Envío gratis a todo el país,NA,NA,4.5,48,https://perfil.mercadolibre.com.mx/DIRECTISHOP+OFICIAL,https://articulo.mercadolibre.com.mx/MLM-618622761-rasuradora-recargable-remington-recorta-barba-bigote-pg-6020-_JM#position=41&type=item&tracking_id=a69bd20b-d6c9-451d-836c-4894c16165eb,34,10,0,2,2,#618622761,Remington,Remington,PG6020,Planos,4,Lift&Cut,Recargable,35 minutos de uso,0 m
251, Rasuradora Femenina Philips Hp6306 De Pilas Seco Y Humedo ,649,NA,4,1,18 meses,36.06,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/NEWSHOP35,https://articulo.mercadolibre.com.mx/MLM-679740681-rasuradora-femenina-philips-hp6306-de-pilas-seco-y-humedo-_JM#position=42&type=item&tracking_id=a69bd20b-d6c9-451d-836c-4894c16165eb,NA,NA,NA,NA,NA,#679740681,Philips,Rasuradora Femenina,HP6306,Planos,NA,NA,Pilas AA,NA,NA
252, Micro Touch Max Rasuradora Con Luz Led Barba Pecho Envio Gti ,260,NA,168,51,12 meses,25.69,NA,Envío gratis a todo el país,NA,NA,3.4,17,https://perfil.mercadolibre.com.mx/MULTIAHORRO,https://articulo.mercadolibre.com.mx/MLM-543504477-micro-touch-max-rasuradora-con-luz-led-barba-pecho-envio-gti-_JM#position=43&type=item&tracking_id=a69bd20b-d6c9-451d-836c-4894c16165eb,7,2,3,1,4,#543504477,Micro Touches Max,NA,13015,Planos,1,Láminas,NA,4 hrs,0 m
253, Rasuradora 3 En 1 Multifuncional Barba Cabello Nariz Dt269 ,230,NA,92,1,18 meses,12.81,NA,Envío gratis a todo el país,NA,NA,2.8,4,https://perfil.mercadolibre.com.mx/RAYSHOP+ELECTRONICS,https://articulo.mercadolibre.com.mx/MLM-639266378-rasuradora-3-en-1-multifuncional-barba-cabello-nariz-dt269-_JM#position=44&type=item&tracking_id=a69bd20b-d6c9-451d-836c-4894c16165eb,1,0,1,1,1,#639266378,OEM,Recargable,DT-808-269,Planos,3,Láminas,Recargable,80-90 min,90 m
254, Rasuradora De Barba Marca Filipu.caballero ,239,NA,6,6,12 meses,23.61,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/NOVABEAUTY2019,https://articulo.mercadolibre.com.mx/MLM-688520703-rasuradora-de-barba-marca-filipucaballero-_JM#position=45&type=item&tracking_id=a69bd20b-d6c9-451d-836c-4894c16165eb,NA,NA,NA,NA,NA,#688520703,Filipu,3 rings,3 aros,Giratorios,NA,NA,Recargable,NA,NA
255, Rasuradora Profesional Wahl Five Stars Recargable Shaver Shaper Uso Intensivo Especial Para Estética ,"1,549",NA,8,7,18 meses,86.06,NA,Envío gratis a todo el país,NA,NA,5,2,https://perfil.mercadolibre.com.mx/MANIX_ELECTRONICS,https://articulo.mercadolibre.com.mx/MLM-610964740-rasuradora-profesional-wahl-five-stars-recargable-shaver-shaper-uso-intensivo-especial-para-estetica-_JM#position=46&type=item&tracking_id=a69bd20b-d6c9-451d-836c-4894c16165eb,2,0,0,0,0,#610964740,Wahl,5-Star,Shaver/Shaper,NA,NA,NA,Recargable,NA,NA
256, Rasuradora Conair Terminadora Kit 27 Piezas ,650,NA,6,4,12 meses,64.21,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/ELECTRONINA,https://articulo.mercadolibre.com.mx/MLM-662877339-rasuradora-conair-terminadora-kit-27-piezas-_JM#position=47&type=item&tracking_id=a69bd20b-d6c9-451d-836c-4894c16165eb,NA,NA,NA,NA,NA,#662877339,Conair,For Men,HCT351ES,Planos,NA,NA,Eléctrica,1 HORA,NA
257, Rasuradora Trimmer Solo Micro Touch Barba Bigote Afeitadora ,649,NA,3,12,12 meses,64.12,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/ON+TECHSTORE,https://articulo.mercadolibre.com.mx/MLM-692576766-rasuradora-trimmer-solo-micro-touch-barba-bigote-afeitadora-_JM#position=48&type=item&tracking_id=a69bd20b-d6c9-451d-836c-4894c16165eb,NA,NA,NA,NA,NA,#692576766,MicroTouch,RASURADORA,MICRO TOUCH,Pivotantes,NA,NA,Eléctrica,NA,NA
258, Oferta Afeitadora Profoil Andis Lithium Titanium Shaver ,"1,499",NA,3,26,18 meses,83.28,NA,Envío gratis a todo el país,NA,NA,4.9,24,https://perfil.mercadolibre.com.mx/CARAS1990?brandId=1233,https://articulo.mercadolibre.com.mx/MLM-638905788-oferta-afeitadora-profoil-andis-lithium-titanium-shaver-_JM#position=49&type=item&tracking_id=a69bd20b-d6c9-451d-836c-4894c16165eb,21,3,0,0,0,#638905788,Andis,Profesional,Profoil Shaver,Planos,1,Láminas,Recargable,90 m,1 s
259, Kit Rasuradora Wahl Depiladora Mujer Recargable Accesorios ,649,NA,12,2,12 meses,64.12,NA,Envío gratis a todo el país,NA,NA,4,1,https://perfil.mercadolibre.com.mx/MACHINE-AUDIO,https://articulo.mercadolibre.com.mx/MLM-637125619-kit-rasuradora-wahl-depiladora-mujer-recargable-accesorios-_JM#position=50&type=item&tracking_id=a69bd20b-d6c9-451d-836c-4894c16165eb,0,1,0,0,0,#637125619,Wahl,Femenina,9865-100,Removible,1,Láminas,Recargable,45,40 m
260, Rasuradora Afeitadora Portatil Remington Pr1235 Power Flex 3 ,799,NA,3,3,18 meses,44.39,NA,Envío gratis a todo el país,NA,NA,5,4,https://perfil.mercadolibre.com.mx/SUPERSALDOS+COLIMA,https://articulo.mercadolibre.com.mx/MLM-662388890-rasuradora-afeitadora-portatil-remington-pr1235-power-flex-3-_JM#position=51&type=item&tracking_id=a69bd20b-d6c9-451d-836c-4894c16165eb,4,0,0,0,0,#662388890,Remington,PowerFlex 360,PR1235,Giratorios,NA,NA,Recargable,30,NA
261, Afeitadora 3en1 Recargable Kit De Aseo Recortador De Barba ,349,NA,3,16,12 meses,34.48,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/MOAN4615072,https://articulo.mercadolibre.com.mx/MLM-704007351-afeitadora-3en1-recargable-kit-de-aseo-recortador-de-barba-_JM#position=52&type=item&tracking_id=a69bd20b-d6c9-451d-836c-4894c16165eb,NA,NA,NA,NA,NA,#704007351,LJK,Higiene Personal,6566,Removibles,NA,NA,Recargable,NA,NA
262, Recortador Kemei Nariz Oído Barba Patillas Rasuradora Recarg ,329,NA,4,2,18 meses,18.28,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/SUJU+TRADING,https://articulo.mercadolibre.com.mx/MLM-639864020-recortador-kemei-nariz-oido-barba-patillas-rasuradora-recarg-_JM#position=53&type=item&tracking_id=a69bd20b-d6c9-451d-836c-4894c16165eb,NA,NA,NA,NA,NA,#639864020,Kemei,Nariz y oído,KM-5552,Giratorios,2,Rotativo,Recargable,20 min,12 h
263, Rasuradora Terminadora Panasonic 5 Posiciones Seco Mojado ,685,NA,9,95,18 meses,38.06,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CARAS1990?brandId=1233,https://articulo.mercadolibre.com.mx/MLM-551359637-rasuradora-terminadora-panasonic-5-posiciones-seco-mojado-_JM#position=1&type=item&tracking_id=0b57e1fc-266d-4365-8549-980a8db308b5,NA,NA,NA,NA,NA,#551359637,Panasonic,Home All in One,ER2403K,Planos,1,Láminas,Eléctrica,0m,1 s
264, Rastrillo Eléctrico Philips Recargable One Blade ,"1,250",NA,4,2,12 meses,123.49,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/ROES446116,https://articulo.mercadolibre.com.mx/MLM-690106226-rastrillo-electrico-philips-recargable-one-blade-_JM#position=2&type=item&tracking_id=0b57e1fc-266d-4365-8549-980a8db308b5,NA,NA,NA,NA,NA,#690106226,Philips,OneBlade,qp2530/60,Planos,NA,NA,Recargable,NA,NA
265, Rasuradora Premium 3 En 1 Recargable Usb Cabello Barba Nariz ,269,NA,4,30,18 meses,14.94,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/SHOPEAME,https://articulo.mercadolibre.com.mx/MLM-659429436-rasuradora-premium-3-en-1-recargable-usb-cabello-barba-nariz-_JM#position=3&type=item&tracking_id=0b57e1fc-266d-4365-8549-980a8db308b5,NA,NA,NA,NA,NA,#659429436,LJK,Premium+,DT-6559,Removibles,3,Rotativo,Corriente directa / Batería,60 MINUTOS,8 h
266, Philips Shaver Series 9000 Afeitadora Eléctrica S9041/12 ,"4,199",NA,7,5,18 meses,233.28,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/THE-SHAVING-CO?brandId=705,https://articulo.mercadolibre.com.mx/MLM-611548955-philips-shaver-series-9000-afeitadora-electrica-s904112-_JM#position=4&type=item&tracking_id=0b57e1fc-266d-4365-8549-980a8db308b5,NA,NA,NA,NA,NA,#611548955,Philips,Series 9000,S9041/12,Giratorios,3,GyroFlex 3D,Recargable,50 min,7 h
267, Maquina Rasuradora Cortadora De Vello Nasal Nariz Y Orejas ,250,NA,18,3,18 meses,13.89,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.com.mx/URI2203E,https://articulo.mercadolibre.com.mx/MLM-686694866-maquina-rasuradora-cortadora-de-vello-nasal-nariz-y-orejas-_JM#position=5&type=item&tracking_id=0b57e1fc-266d-4365-8549-980a8db308b5,1,0,0,0,0,#686694866,Tianchao,Trimmer,TC-007,Giratorios,NA,NA,Eléctrica,NA,NA
268, Rasuradora Recargable Viaje Remington Afeitado Duradero R95 ,579,NA,2,6,12 meses,57.20,NA,Envío gratis a todo el país,NA,NA,5,2,https://perfil.mercadolibre.com.mx/DIRECTISHOP+OFICIAL,https://articulo.mercadolibre.com.mx/MLM-685557854-rasuradora-recargable-viaje-remington-afeitado-duradero-r95-_JM#position=6&type=item&tracking_id=0b57e1fc-266d-4365-8549-980a8db308b5,2,0,0,0,0,#685557854,Remington,Rasuradora,R-95,Flexibles,NA,NA,Eléctrica,NA,NA
269, Cabezal Andis Repuesto Shaver Profoil Hipoalergenico. ,469,NA,32,5,18 meses,26.06,NA,Envío gratis a todo el país,NA,NA,4.9,24,https://perfil.mercadolibre.com.mx/RAC-09+SHOP,https://articulo.mercadolibre.com.mx/MLM-570653974-cabezal-andis-repuesto-shaver-profoil-hipoalergenico-_JM#position=7&type=item&tracking_id=0b57e1fc-266d-4365-8549-980a8db308b5,21,3,0,0,0,#570653974,Andis,PROFESIONAL,Shaver,Ergónomico,0,Láminas,Recargable,0,0 h
