search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Tipo de funda,Material
1, Funda Silicone Case 5s Se 6 6s 7 Plus iPhone 8 Plus Original ,599,NA,2196,192,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,70,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-689528238-funda-silicone-case-5s-se-6-6s-7-plus-iphone-8-plus-original-_JM,53,11,4,0,2,#689528238,Apple,Iphone,Apple,Silicone Case,Silicone case,Silicona
2, Funda Ringke Original iPhone X Xs Max 7 8 Plus Xr +envio ,971,1029,1030,2,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,54,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-711298702-funda-ringke-original-iphone-x-xs-max-7-8-plus-xr-envio-_JM?searchVariation=32500129944,45,6,3,0,0,#711298702,Apple,IPHONE 7; 7 PLUS; 8; 8 PLUS; X; XS; XS MAX; XR,Ringke,Fusion,Rugerizada,Acrílico
3, Funda Silicone Case iPhone 8 6s 7 Plus Se + Vidrio Templado ,699,NA,738,328,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,13,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-722492563-funda-silicone-case-iphone-8-6s-7-plus-se-vidrio-templado-_JM?searchVariation=34039427293,12,1,0,0,0,#722492563,Apple,Ihone 6s 7 8 Plus,Apple,Silicone Case,Silicone Case,Silicona
4, Funda Ringke Original iPhone X Xs 7 8 Plus Max+vidrio+envio ,1122,1189,418,258,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5,21,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-749127423-funda-ringke-original-iphone-x-xs-7-8-plus-maxvidrioenvio-_JM?searchVariation=32500157139,20,1,0,0,0,#749127423,Apple,IPHONE 7; 7 PLUS; 8; 8 PLUS; X; XS; XS MAX; XR,Ringke,Fusion,Rugerizada,Acrílico
5, Funda Tpu Slim iPhone 6s 7 8 Plus X Xr Xs Max + Templado ,520,NA,621,818,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.1,24,https://perfil.mercadolibre.com.ar/TIENDASHOPEALO,https://articulo.mercadolibre.com.ar/MLA-636606079-funda-tpu-slim-iphone-6s-7-8-plus-x-xr-xs-max-templado-_JM?searchVariation=28306700119,12,7,2,1,2,#636606079,Apple,"iphone 6, 6s, 6 plus, 6s plus, 7, 7 plus, 8, 8 plus, X, Xs, Xr, Xs Max",Sin Marca,TPU,Silicona,Silicona
6, Funda Metalica Magnetica Vidrio iPhone X Xs Max 8 7 6 Plus ,622,659,1340,232,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,3.8,53,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-741182860-funda-metalica-magnetica-vidrio-iphone-x-xs-max-8-7-6-plus-_JM?searchVariation=36653627535,33,4,1,4,11,#741182860,Apple,Iphone X;Iphone Xs Max; Iphone 7; Iphone 8; Iphone 7 plus; Iphone 8 plus; Iphone 6; Iphone 6 Plus; Iphone Xr,Norcel,Magnetica,Bumper,TPU/Policarbonato
7, Funda Silicona Premium iPhone 8 7 8 Plus + Vidrio Templado ,400,NA,1441,9007,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,37,https://perfil.mercadolibre.com.ar/GENERACIONUNO,https://articulo.mercadolibre.com.ar/MLA-687478565-funda-silicona-premium-iphone-8-7-8-plus-vidrio-templado-_JM,26,10,1,0,0,#687478565,Apple,"Iphone 7, Iphone 7 Plus, Iphone 8, Iphone 8 Plus",Soul | West,Cover,Silicone,Silicona
8, Funda Madera Real iPhone 7 / 8 Walden® Original Bamboo ,888,935,68,30,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,4,https://perfil.mercadolibre.com.ar/WALDENSTORE,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=EP7PGaPLt5pkaaN55BJU3WBeugKzmNQ3IYpZ%2BumwU5MruUGOtnvpw6dggoGRM7zj4rxNpQo6u%2FExrlFb386RIfBXQGyPqGGV%2BLdc0LNoH%2FJWwy42ZIjlKjY%2FC04ZttUv7qRNcaOh%2FruqXqPlgczsxErJ%2Fubm5CZeg1iIUCOwoWILXbtMVfmr5xgYlaJ4EpBdysSo8%2FcHxDWCs%2FLxb%2BlX%2FDDrSfouEQjSggmchstZeBHEhzfFbdNQwYpaLjIWWAjX5wzBylZhTB6doEwqdj1qJllKH1OlEvNHmLyB7x468mr5%2FH0Twl3%2FJXcgppdrfH1poKeiYUzbNny2qiDRCyI%2FBuAMNSec2GLrq9a8j4URggZ%2FX8aDmDELsXgvL9sMO0zWbnVgpjDERJ%2F91vIF1sPZj4mkakJLsCY0q1A1CQUEd9QqBeBmJrOiyqeedbT0bP0Tlb0GHyt%2FYdpFRpr3pZACcEXSx5Nzd%2BZ0tYonwpOe3%2FRUHAK%2B69THVnCSF8cb5mfk8ydxc6ZIixEk4Ay6HIUduwnUMQIMQ6FuY%2BPVFuS4WWGasUXSIKoItcsIRJfP4cAsukY%2BPe%2Bk3b3KtqcYJ0%2BDYsYOyzauW9HZJsDxw6TH6WqXQqjArqgnyXIqNvSwsOC3aBgA1l1VqcpgSHhCNwh9M6QFVxZx1Qmz5Y33S3akhvgNbBYeJpo1Q6pDXwEqKWDFniLar%2Bf%2FgMHGk8uqWEnG6PZoUfyb1LwHfFiAKL2gTi28U3QS3kmRQUkJx5oGTGhAcRNNc4w4oGIoO7smZE16DA9WYiK0RHJxRxLPe0xx%2FVMvYVSDw1lOvJL%2BmzLznvw%2F7YRklPqWTWKlsjNLrWIlCf0KZLxo21qFE7%2BQ7S%2BGgVwMnEPmzkT%2Fp9fgw9e6SxMR%2BewK%2FAkDjUZzrYZsQdhohvAq1eCDMP7rS0zsTjtGKgx%2FZq4XqHO3YurtkdbOwNcgfMP9oUnoUNZ3SvtyghLh8c6Hwx%2B0z7VZ7Lxxi4BwELnw961z3YFbWTBdBaQtd%2FzT07UxXa%2FFzRgHhypfQcWjz9bfDi%2FAtb4JJeFHEmXn8btwYRLC6hWVeIKoK5YF%2BqROe63kmLjOgONr91JmhvwHBtWu%2FOCr%2Fjw1J19GeMpl%2FlAQfU3vlFB6%2FEBkY1LXzUu93%2FbXvfBvuoblwYsFd2uH5akk4wtJY9ZvqRcMl2LCvY71pny0NgT28Lkupf%2FTbB4rfDs%2BySpe21YH4Hjj3lrpJpVjfCJo1PEg0oCDweMP%2FIA76UCEBVQIQsg3Lr5BL7eheYV%2BUrL2t%2BgySgWAt0vH%2FCzmd%2Fw4Y12cN8V3Suc0XOcoRasPYqnXcFWJg06sdwmUSwjpNjqbSj3Rd8OrxFwOIlsdHOwwPnzFSpQc5KBFqUiwiyeZ4JUUjoR0uCG118xEZ2ZOWDiPcCLC%2BjcMrq2NG%2Fit1AnfxXNqj4XFffPUJQTvDam49fsQ8dDGz4sumzlIzVkWSxc68f7xbD3%2FqmbbfB3CUstqt%2Bp%2By25vJuY2I8mBcb7XNxw%2FtiIlXPttczTIvVTgMy0ygGBYqteP%2FjL%2FCbIMVzK7pcB8A26QIxwt7ix1z8X%2Bo%2FokCiyI3Ymh4hlszqSsGLEYtIypke9CsZGWPlRxLEmQ6iwfJKo3zv%2BD9hc%3D,3,1,0,0,0,#611405697,Apple,iPhone 7 / iPhone 8,Walden,Eco Classic,Back Cover,Madera
9, Funda Silicone Case iPhone 8 7 Plus 5s Se 6 6s Original ,599,NA,432,86,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,9,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-686264793-funda-silicone-case-iphone-8-7-plus-5s-se-6-6s-original-_JM,7,2,0,0,0,#686264793,Apple,Iphone 7 8 y Plus,Apple,Silicone Case,Silicone Case,Silicona
10, Funda Ringke Fusion Original iPhone X Xs 8 7 Plus Antigolpe ,726,770,354,385,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,12,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-711298684-funda-ringke-fusion-original-iphone-x-xs-8-7-plus-antigolpe-_JM?searchVariation=32500121008,11,1,0,0,0,#711298684,Apple,IPHONE 7; 7 PLUS; 8; 8 PLUS; X; XS; XS MAX; XR,Ringke,Fusion,Rugerizada,Acrílico
