search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Marca,Modelo,Material
14, Protector Original iPhone 8 Amarillo Pro ,1290,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(49 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 7167
		
		 sin interés
		
	

	
		",67,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/PRO-ACCESORIOS-Y-CELULARES,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=n6JppCVGLJl0dHY9FKF%2FjSQq7YxKuRTGfyYvM1OxH6bm4S%2FXa50tnbr6e9xbugw1lmX%2Fc9aFdCRCqG8wNl6O9GwzDztOhv8MozQc6SXvQeQIlp2ZQxfYjIZLdrY%2FiOBxGlupSKtfS0L0cAeaBpUozQ5Abzzn38fc4m1nACdghKy7SmehOHYSfD5ecqzpFut0%2Fe8m%2Flhe6bN0%2Ft%2BhyiyznGzuYHZABfplg13MeVgqW1AgiMgkcvLJK4bijI9x5g%2Bh51DYGIcFX3uKxQ0cbvpY0O92%2FfWBo0ndm8cq4aqpxfayZ4dl%2BhJ6gY12oKhYWZm8dVFqY8PCUnX53LuhVOYDtyQZnb34btNoSCy08lbJe5DLYn2%2FJdY9BIaCCzoQwe03Gm4WUrybbM73IHRElY4ZXgZGU60fz%2BmPV%2FfArqfxBegYTMBfWQ2NjU%2BcYABQua%2BG7Bz%2Fhv6W7L3%2FtpJn6IeTiW32Dc3qz4sj4tM9a%2Fwjs%2BR7NUjHQbHRvhl8e%2F%2BuLkP%2FgwmLXESPzC957fDEf3mvT1WMYAv3fMlAg46z0xnmrQeTwzpAk1TGwaE93b9%2FK5mWCDYrBhK%2B6CZLtc3YyZKn%2FQiu9Rp3THmY%2BgPIElIpEhK%2F0x017FWgZp%2FdrU82Sg51GbU%2F5%2B0woxuHJlrHg0pMG6L7ddN2Jr%2FQDhx1%2BgcwKbarKg1WJbvumMW5iyyD78TVAm44qR5GZqe1Omkl0P%2FmTZTK1yeil3L700Xf8if%2FxXxLwh09iQVWdEU0orE94LKY%2FNXGalZcJDFWIZxV30d2WpFFNjVQmkl7ayCo3naPukyg0PXIU%2FoVzA%2BLlx9qGaRPnNoUtU5KQwhQltqEwoHSkZV4evPzuLgpmiyMqZoEufOT9HWulk44XoTxWdEE9AXsyebGJdGZF44OdGIswQH1JO0BQJXeKGdVp3HDx981LbG4NdD9eXfeLket2Xod%2F0g9a1aJd3IJAi3bdDtfu%2BZu4sDRt7qqATBiZCHEKYgmgnEhnKdCONdkhcICMP4YWCE%2B%2BpBK%2Byt99hC5qpLWud%2BWCr8%2FngAhuXbGlDiB%2F8K8l02WprPr6Vyq%2FHPKldSFBR9VhDeXi7TEn6nPBNiUkjSAZk0ftwGStEzPxJFC9VnsJeiOlWlaoaRmo8IqNbITG8R9XUEpdF76m%2BDEwai2Ng4j7gBpi02BMSCC3PjwQxGEu5tsg2zw1n8bDCwci0AhQVlNXa0IjC3OCH0%2FrvzH62daF%2FSTKR9Mjz4rB2rTf3VVhHfRFi%2Fy1KbfVZ60%2BDyEHqXDXy0qRJTetqg9tgf0T7we94LSJtgeulLqzDNdcZI0TjiR2t3k%2Fy9uu8hcnqPic4ZFJkjBToWdO%2BaRTYnLZDIUtEygqO4KU%2F5JSdWGoZPniBkfOpKAb2STgN0n10y1rMuLoC7W36xEJwJsAq1rXAAipCWcNdo3bXR10BONgy55n6aJjaKChgk319vBy4EcYqpPP5PhDtbcMeiHh5IKYJieP3aiwIPHjo%2BldLS81MAkrO0ft02zF2F9%2Bn1N95a8Blj58iU3O2OUh%2BQhXop%2Bgiip4Y%2BQHhCx7aEDDXpIJitIOcvRPTqiauAUJmtGQZe6miSbSKOaUFeMFMpqjfwjZOfREJvE29aEOCkOeJSlaCCvbTzKRmEH9iBxTncJl7S0fJkyGbUjgPrnHG8%3D,NA,NA,NA,NA,NA,#457348379,Apple,NA,NA,NA
15, Estuche Funda Cinto iPhone 8 7 6s Samsung S7 S8 S9 Cinturon ,150,NA,"
			
				Nuevo
			
			
				
					 - 
				
				70
				vendidos
			
		",(5000 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 833
		
		 sin interés
		
	

	
		",33,NA,Envío a todo el país,NA,NA,4.5,6,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-444303203-estuche-funda-cinto-iphone-8-7-6s-samsung-s7-s8-s9-cinturon-_JM?searchVariation=39505142926,4,1,1,0,0,#444303203,Apple,Samsung,NA,Cuero
16, Protector Funda iPhone 8 Plus Ardillas Carcasa ,599,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(3 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 3328
		
		 sin interés
		
	

	
		",28,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-449485678-protector-funda-iphone-8-plus-ardillas-carcasa-_JM,NA,NA,NA,NA,NA,#449485678,Apple,NA,NA,Silicona
17, Protector 360 Magnetico iPhone 6 7 7plus 8 8plus + Vidrio 5d ,780,NA,"
			
				Nuevo
			
			
				
					 - 
				
				43
				vendidos
			
		",(46 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 4333
		
		 sin interés
		
	

	
		",33,NA,Envío a todo el país,NA,NA,5.0,2,http://perfil.mercadolibre.com.uy/TUBELUXUY,https://articulo.mercadolibre.com.uy/MLU-443898511-protector-360-magnetico-iphone-6-7-7plus-8-8plus-vidrio-5d-_JM,NA,NA,NA,NA,NA,#443898511,Apple,NA,NA,Aluminio
18, Protector Original iPhone 8 Naranja Pro ,1290,NA,"
			
				Nuevo
			
			
		",(50 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 7167
		
		 sin interés
		
	

	
		",67,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/PRO-ACCESORIOS-Y-CELULARES,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=Et%2BECFcNrBXbvisZj%2FXSPf%2BUa%2FOGL5hXHGGeHPhS9Uxjbg0EbRorUuh6aVgYU3YKaryyIzy9L4yGJVi0vqNbmdQV%2BcSOK1ZclLSsECz%2FXXeb4fzWG4guK43DsjSEF8y46Ahj50DCqRRKxKPOkThjYVk1eWFqeCxvpNp7iTSOSFXPvyz%2BEUH6YOagzBrOz221fTYot%2BPC%2BjyHcJDxFjp8WaB4moiLUtuL8obYwtJk15Cs2z3m2UlFXB8jBs%2BSEyRHid%2B20DvcLfwa3LjtExHRYU6nH73usGV%2B2GH92y0KadVCVGW69SPFak4XndhDfB8odPyZH8F9WU21kkeWTka0x4hgkMRRAscXzrqEjKniaaCh01eLaq18JoiRNDI32sCSkUy1OxvFTjw6fSSORdgVjrgdlV6kqkxP1aSQSE2w0MTEKnAM%2FiDltNdiiMhiuNvJo6eAsRh03VW6a6AUUD9UpU%2ByGPyI4lx5Gzj%2BESoAEaxMkCvHK0mtC4gsiaikEnw62Vggx80eQbLmW%2F8zypMUUY%2FzQvLSNceB4e%2BV%2BMJLoPeyk8BZBt7odIKb%2Fn34tGtnWf%2F2WdTxc2IyxCZMFQAA%2FEKL8XVM2Qan1RFpQ9%2BLjAYVPx6Kd7jsKwfoDpxwMQGLa%2BqVCIKfd61GyBI9g69tbxb%2B9iFHrOFPqwSIF%2BuxghKKq96BNiSgDGx%2FbrsNiuOTi%2B1XMtWBe7jIf4e5YrI7Vm2jZFTFWafxGfDY6WFYgsr4ZcCPaEajGp7JdCkB6DbMrhjnDq7P8cz2Akcr6TnHo78sMhOM79tgDQQNXSc1JorzxK9yeFe7zxDKT7ruspOxS8Y%2Ftw18bkekxEy7VHKNZLlAJcY6HXd8FEs46WAtGwDzOaEsnS2t972kLafN4tqaun6qgnT5FJO0ej2TTFV%2BNfroqoxvAdavjZC%2FCVcGVDv1w2tzJvt%2BgrG0iXDaSBkY0hgC7ZiLYWyNREoLXmcmQ6wA9it9EBN%2BWZfi%2F%2BqBIxZOyLXZaL2nVLsgJDjVE%2Bh396ZjXBMFHwXY7AARBv1KXs1hu%2BdMa%2Bo5r%2BUikFtAstYR%2BqZSDHVWBFseXkP2WFZOdxVJY7LAlXHqltqnS07Wp3XCqeDmWR%2Fz75CUuke87QAG2Ne4r8kOSP9MDx2qzSZoU%2FL21%2FdFNf%2BBD3d4qw8myl0HM8nt3SQMrNP3XUVz0HNmHsNX7mwL3HEx3vq%2FbCYgzCAF5kHokb%2BNxl2KHP4nXuA%2BzxHuf5A%2FUPF3EMVQbuZOfa4LIeaf9OQnMITDEIm0L2qPyCNhaP0R%2Bx2GIWV4%2BVDmKuCtWxi0szhE6f%2FUUIUjSl9EtoaWPqSar6DFWrzhtedM1iz%2FPM4HTffvrA8KLqQBuVW5DNdOHTRogu81Kpq5EkP6IQCGXP3iGPgK1NxJrtxx0XqDgQe2J97HgPpJ6T8QUcEOVvcTMHo5whJT3DLmE%2B09Pczqgq7mOk3DJX4TWCUTLtMqoeIXQc0np%2B0wKWC0orvZY%2BRZ4TUZhdZwbtj%2BqmEuvz8i7gspEGc5RHXKPo1YxgyzbYzMXeQNFt9m%2FduO%2BDX%2FyeERdjH9PruY9zabdrLDB7xXjdg8x8O%2Fjy%2Fc%2F18BpVSM5Ql7ry6Bgt6TSdN%2F0VGjYnjhO6SV8o7WxGGEalt2fKlll3B2eaxXj1Ezb3pJp4IVYw%3D%3D,NA,NA,NA,NA,NA,#457348378,Apple,NA,NA,NA
19, Funda Protector Estuche Case Premium iPhone 8 7 6 6s 5 5s Se ,200,NA,"
			
				Nuevo
			
			
				
					 - 
				
				196
				vendidos
			
		",(95 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1111
		
		 sin interés
		
	

	
		",11,NA,Envío a todo el país,NA,NA,4.7,11,http://perfil.mercadolibre.com.uy/PRO+ACCESORIOSUY,https://articulo.mercadolibre.com.uy/MLU-444778610-funda-protector-estuche-case-premium-iphone-8-7-6-6s-5-5s-se-_JM,8,3,0,0,0,#444778610,Apple,Iphone,Borde Cromado,TPU
20, Funda Protector Aluminio Metalico Premium iPhone 8 Plus Febo ,290,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(99997 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1611
		
		 sin interés
		
	

	
		",11,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-449405516-funda-protector-aluminio-metalico-premium-iphone-8-plus-febo-_JM,NA,NA,NA,NA,NA,#449405516,Apple,NA,NA,Aluminio
21, Funda Protector Estuche Armor Para iPhone 8 Febo ,290,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(99997 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1611
		
		 sin interés
		
	

	
		",11,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-452195837-funda-protector-estuche-armor-para-iphone-8-febo-_JM,NA,NA,NA,NA,NA,#452195837,Apple,NA,NA,TPU
22, Funda Protector Aluminio Metalico Premium iPhone 8 Febo ,290,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(99997 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1611
		
		 sin interés
		
	

	
		",11,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-449405713-funda-protector-aluminio-metalico-premium-iphone-8-febo-_JM,NA,NA,NA,NA,NA,#449405713,Apple,NA,NA,Aluminio
23, Funda Protector Estuche Premium iPhone 8 5 6 Plus 7 7 Plus ,90,NA,"
			
				Nuevo
			
			
				
					 - 
				
				106
				vendidos
			
		",(91 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 500
		
		 sin interés
		
	

	
		",00,NA,Envío a todo el país,NA,NA,3.9,7,http://perfil.mercadolibre.com.uy/PRO+ACCESORIOSUY,https://articulo.mercadolibre.com.uy/MLU-442497245-funda-protector-estuche-premium-iphone-8-5-6-plus-7-7-plus-_JM,5,0,0,0,2,#442497245,Apple,Iphone,Borde Color,TPU
24, Funda iPhone 8 Tech21 Evo Mesh En Caja Envíos ,490,NA,"
			
				Nuevo
			
			
				
					 - 
				
				21
				vendidos
			
		",(7 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 2722
		
		 sin interés
		
	

	
		",22,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.uy/FREE_BUY_2633,https://articulo.mercadolibre.com.uy/MLU-448803314-funda-iphone-8-tech21-evo-mesh-en-caja-envios-_JM,NA,NA,NA,NA,NA,#448803314,Apple,NA,NA,NA
25, Funda Protector Fino Tpu Degrade Premium iPhone 8 Plus Febo ,90,290,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(99995 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 500
		
		 sin interés
		
	

	
		",00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-449004038-funda-protector-fino-tpu-degrade-premium-iphone-8-plus-febo-_JM,NA,NA,NA,NA,NA,#449004038,Apple,NA,NA,TPU
26, Protector Funda iPhone 8 Plus 7 Plus Lucky 7 Carcasa ,399,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(3 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 2217
		
		 sin interés
		
	

	
		",17,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-448792410-protector-funda-iphone-8-plus-7-plus-lucky-7-carcasa-_JM,NA,NA,NA,NA,NA,#448792410,Apple,Apple,NA,Silicona
27, Protector Funda iPhone 8 7 6 Plus Silicona 3d Alien ,199,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(17 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1106
		
		 sin interés
		
	

	
		",06,NA,Envío a todo el país,NA,NA,5.0,1,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-448209107-protector-funda-iphone-8-7-6-plus-silicona-3d-alien-_JM,NA,NA,NA,NA,NA,#448209107,Apple,Apple,NA,Silicona
28, Protector Funda iPhone 8 Estuche Azul ,210,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(4 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1167
		
		 sin interés
		
	

	
		",67,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-450284207-protector-funda-iphone-8-estuche-azul-_JM,NA,NA,NA,NA,NA,#450284207,Apple,Apple,NA,Silicona
29, Funda Batería iPhone 8/7 / 6s / 6 Lohi 4000mah 4.7 ,2275,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(100 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 12639
		
		 sin interés
		
	

	
		",39,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-459923022-funda-bateria-iphone-87-6s-6-lohi-4000mah-47-_JM,NA,NA,NA,NA,NA,#459923022,NA,NA,NA,NA
30, Protector Tpu Premium + Vidrio Templado iPhone 8 7 6s 6 Plus ,150,NA,"
			
				Nuevo
			
			
				
					 - 
				
				186
				vendidos
			
		",(121 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 833
		
		 sin interés
		
	

	
		",33,NA,Envío a todo el país,NA,NA,4.6,5,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-440300653-protector-tpu-premium-vidrio-templado-iphone-8-7-6s-6-plus-_JM,3,2,0,0,0,#440300653,Apple,NA,S-Line,TPU
31, Funda Cartera De Cuero C/tarjetero Soporte P/iPhone 8 Plus ,2065,NA,"
			
				Nuevo
			
			
		",(100 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 11472
		
		 sin interés
		
	

	
		",72,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457854270-funda-cartera-de-cuero-ctarjetero-soporte-piphone-8-plus-_JM,NA,NA,NA,NA,NA,#457854270,Apple,Zover,iPhone 7 Plus Leather-Black,NA
32, Otterbox Serie Commuter Funda Para El iPhone 8 Y El iPhone 7 ,1544,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(100 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 8578
		
		 sin interés
		
	

	
		",78,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457801492-otterbox-serie-commuter-funda-para-el-iphone-8-y-el-iphone-7-_JM,NA,NA,NA,NA,NA,#457801492,Apple,OtterBox,77-56652,Acrílico
33," Funda iPhone 7, Funda iPhone 8 [armorbox] I-blason Incorpora ",1488,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(100 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 8267
		
		 sin interés
		
	

	
		",67,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457481427-funda-iphone-7-funda-iphone-8-armorbox-i-blason-incorpora-_JM,NA,NA,NA,NA,NA,#457481427,Apple,i-Blason,iPhone7-Armorbox-Green,NA
34," I-blason Funda iPhone 8 Plus, [protección Heavy Duty] [serie ",1563,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(100 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 8683
		
		 sin interés
		
	

	
		",83,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457480684-i-blason-funda-iphone-8-plus-proteccion-heavy-duty-serie-_JM,NA,NA,NA,NA,NA,#457480684,Apple,i-Blason,IPH8P-MAGMA-RG,TPU
