search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Tipo de funda,Material,Fabricante
1, Ringke Fusion Case Funda Rigida iPhone 7 / 8 Bumper + Mica ,219,NA,"
			
			
				
				292
				vendidos
			
		",(2 disponibles),"
	
		
			
		
		12 meses de
		
			
				$ 2164
		
		 sin intereses
		
	

	
		",64,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,27,https://perfil.mercadolibre.com.mx/RINGKE.MX?brandId=873,https://articulo.mercadolibre.com.mx/MLM-566187365-ringke-fusion-case-funda-rigida-iphone-7-8-bumper-mica-_JM?searchVariation=29753835855,23,3,0,1,0,#566187365,Apple,iphone 7 / iphone 8,Ringke,Fusion,Alta resistencia,POLIMERO HIBRIDO ALTA RESISTENCIA,REARTH RINGKE
2, Funda Tipo Piel Leather Case iPhone 6 7 8 Plus X Max Xr +mic ,269,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2477
				vendidos
			
		",(72 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1494
		
		 sin intereses
		
	

	
		",94,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,84,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-623748083-funda-tipo-piel-leather-case-iphone-6-7-8-plus-x-max-xr-mic-_JM?searchVariation=32254170260,74,9,1,0,0,#623748083,Apple,6 6s 6 plus 6s plus 7 7 plus 8 8 plus X Xs Xs max Xr,Mikki,Business Leather,Protector,TPU,NA
3, Funda Lujo Cromo 3 En 1 iPhone X 8 7 6 Plus 6s 5 Se ,169,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6444
				vendidos
			
		",(76 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 939
		
		 sin intereses
		
	

	
		",39,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,349,https://perfil.mercadolibre.com.mx/ONE-CLICK,https://articulo.mercadolibre.com.mx/MLM-577013572-funda-lujo-cromo-3-en-1-iphone-x-8-7-6-plus-6s-5-se-_JM,236,61,31,11,10,#577013572,Apple,iPhone 5 / 5s / SE / 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X / Xs / XR / XS Max,3 EN 1,Funda 3 en 1 Lujosa,Funda Protectora de Lujo,Plástico,Apple
4, Funda 360 Lujo Espejo iPhone X 8 7 6 Plus 6s Se 5s 5 + Mica ,189,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2790
				vendidos
			
		",(46 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1050
		
		 sin intereses
		
	

	
		",50,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,103,https://perfil.mercadolibre.com.mx/ONE-CLICK,https://articulo.mercadolibre.com.mx/MLM-605956130-funda-360-lujo-espejo-iphone-x-8-7-6-plus-6s-se-5s-5-mica-_JM?searchVariation=27291542355,76,12,7,4,4,#605956130,Apple,iPhone 5 / 5s / SE / 6 / 6s / 7 / 6 Plus / 6s Plus / 7 Plus / 8 / 8 Plus,360° Espejo,Funda Protector 360°,Funda Protectora,Aluminio,Apple
5, Funda 360 iPhone X 8 7 6 Plus 6s 5s Se + Cristal ,169,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3998
				vendidos
			
		",(60 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 939
		
		 sin intereses
		
	

	
		",39,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.2,222,https://perfil.mercadolibre.com.mx/ONE-CLICK,https://articulo.mercadolibre.com.mx/MLM-580652933-funda-360-iphone-x-8-7-6-plus-6s-5s-se-cristal-_JM?searchVariation=27291722345,135,38,17,12,20,#580652933,Apple,iPhone 5 / 5s / SE / 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X,Funda 360°,Protector 360º,Funda Protectora 360°,Plástico,Apple
6, Celular Apple iPhone 8 64gb Liberado + Audifonos + Funda ,"9,999",NA,"
			
				Nuevo
			
			
				
					 - 
				
				185
				vendidos
			
		",(37 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 55550
		
		 sin intereses
		
	

	
		",50,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,107,https://perfil.mercadolibre.com.mx/TEKKNOSHOP,https://articulo.mercadolibre.com.mx/MLM-644856769-celular-apple-iphone-8-64gb-liberado-audifonos-funda-_JM?searchVariation=30987052344,88,13,3,0,3,#644856769,NA,NA,NA,NA,NA,NA,NA
7, Funda 360 Bicolor iPhone X 8 7 6 Plus 6s Se 5 + Mica ,169,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2060
				vendidos
			
		",(50 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 939
		
		 sin intereses
		
	

	
		",39,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.3,101,https://perfil.mercadolibre.com.mx/ONE-CLICK,https://articulo.mercadolibre.com.mx/MLM-604203954-funda-360-bicolor-iphone-x-8-7-6-plus-6s-se-5-mica-_JM,65,18,8,3,7,#604203954,Apple,iPhone 5 / 5s / SE / 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X,360° Bicolor,Protector 360º,Funda Protectora 360°,Plástico,Apple
8, Funda Tipo Piel Leather Case iPhone 6 7 8 Plus X Max Xr +mic ,269,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2477
				vendidos
			
		",(66 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1494
		
		 sin intereses
		
	

	
		",94,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,84,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=xEI5Q%2BwhSiTe7q9%2BGGPDfFWBe6p4jtr6UFswUgUbRaBCZyTEgMNlZVqS%2F0yWHVaF4kX9mZGxH2gF%2FgAFY%2B5a2WoECJQ77kWAGSX2pnJVBMr%2FZZb2CxQOqVn5LJCXSn0qtJQD60k9KTDrHwTp0vXwM5QN8rWNGGmH3XR%2Fpgq0CeyAzPjUfK4nk48wCIviE4fgTu6Alqd9icIvUBtbcqHQD2dV0JMCuS9Vek7UO77taSDCCYIDlPAs4b5yJfxDCAzCBdgMVVJrcAhWOuGy7%2BsRJO2zfG0swYURLeq7YaX%2F4zruPWX6yc7lwAQsdx5kaaGJkz0DRhth7AznHJloLUmQixTfqwcz0I4Gx9ZSFbqoOHG7Ffj%2BGFo7V1dUji60oUH%2Fldaj4WbYtgtt%2Bop2JVN0FQXyf4V6Izbvx4NRXF%2Fxv8WaG57KkRRTIkMwRfs9AG3QUVquvIxM5n4s1Su0oXWc4FD3Cq68Kn25LiOGyrfFdbfF4wtc6bJPmz9O1eFMlfhA%2B1wzFUTikRJTSNRaPoNvsBEvvvROI7Vg%2F5aOCnxPHsD7tHTlMU9G624WvdESc2hpMkZ95qyYRfCyidZQrJgoKazyN4VhjMzIq0uqHavHBO2hFNrMltTCdSHqcXf0AIS3YdiRoc%2BYfvGvUha0y7Ha%2F%2Bi%2Fe3HxcsQCWuIIACva%2FSaRrdscNH81IWuD6n%2FtEgledYiPrZHS1rxOQEJXAWq1sW6DejMsuEe%2BV4XWfRxvYy3lfgT8w2E72HqarKZxTPNQugFiX0ooiu7lcV9Xc%2BnK2Hz4rJvDEJaEB8RDBRJ7wFNU6kw7OEC%2FM%2BbxFLVC%2F218Hpgt9Yhzez6ug9tjAp7%2B99mSiHm8qyUL6QACojlO2QaHjZ3l1o3yyla87djKo3LcBniMsAyu8YlMMv1r30r%2FuPdYWnMSmLkSmiYFfhg3aWByB%2B8X6%2BXIKaALIf5s%2FLh8jCEW4Uh7M71Fj4JQW4Rj6oNh6GXgE50vA7cwkpMS4TkwhEVaUEN%2BjFyWpX720W7o4DUVKCMM0ue2LRLgGVoFcWECpQPFuo9zIM7OVEmipINIg1zWaQZV7%2F9iQpbytGnFTHXvo2jrN3JaqOOBd8WedWHXg6TJh2VYnVxcwToe30w78aN6S55tpilijPlnQv8L6j05ysMOh0CQmXPymIqAyWbW8qsxsSmMKIPcOYNYwBueHu1tqzXyhWuCBP9K969GeQ9jIzqPJwFK%2FPieJP%2F3whi06I9iJjTVmSCevxsZhTrVSLLBDY%2FVwu2t2v3h4zSPVtSZoe2t7cq8bxSeA%2BFWYgUcGWiABjrbVyDknvjhcGjVPpgnzVfyLFl9ZuITMCoLZG%2BkozdPV2LzX4cAX93C0Qsn58bjUXK3dFKugrRx4MiJDxMMh%2FQfwftw%2FiETvZLaMfqet0GHXyTL2aBkrIdBbn9CBENW9jtdkXn%2FFj0PSINWFNSNg16A3cDllKR97DikcpSFlYge8X%2BPpRmT9ccAFtbZeKCbq7ig4OumlpF2%2BSpRU7O5ejSeuQW54uhVjn%2B%2FmQEextdNa4txwJO6%2FYz7DvKtOPuyYhs3WpiNF%2FcUz897EQZtKy88H%2FoFoLs9h8F49W%2BR8VGPSC%2BLh7s6nAhedF%2Bp3%2FmLqklqzTWLKNdBU4xqSjdHbj3K1MOQU%2Buo2YA%2FCXeuieC%2F6ZY%2Bdv%2BUBBhkvJG%2BzOrWGBqAi7n75TexlSnf,74,9,1,0,0,#623748083,Apple,6 6s 6 plus 6s plus 7 7 plus 8 8 plus X Xs Xs max Xr,Mikki,Business Leather,Protector,TPU,NA
9, Celular Original iPhone 8 Plus 64gb + Funda + Audifonos ,"13,899",NA,"
			
				Nuevo
			
			
				
					 - 
				
				120
				vendidos
			
		",(21 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 77217
		
		 sin intereses
		
	

	
		",17,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,126,https://perfil.mercadolibre.com.mx/TEKKNOSHOP,https://articulo.mercadolibre.com.mx/MLM-660440827-celular-original-iphone-8-plus-64gb-funda-audifonos-_JM?searchVariation=31858499423,103,13,2,0,8,#660440827,NA,NA,NA,NA,NA,NA,NA
10," Funda 360 iPhone 6, 6 Plus, 7, 7 Plus, 8, 8 Plus X + Cristal ",189,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5233
				vendidos
			
		",(42 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1050
		
		 sin intereses
		
	

	
		",50,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,319,https://perfil.mercadolibre.com.mx/VIGU+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-588207953-funda-360-iphone-6-6-plus-7-7-plus-8-8-plus-x-cristal-_JM?searchVariation=32729163913,231,55,16,8,9,#588207953,Apple,iPhone,360,360°,360,Plástico,VIGU
