search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Formato
1, Auriculares Bluetooth P47 Inalámbricos Microsd Colors En Loi ,399,NA,1193,733,18 cuotas,22.17,NA,Envío a todo el país,NA,NA,4.7,40,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-458983451-auriculares-bluetooth-p47-inalambricos-microsd-colors-en-loi-_JM,29,10,0,0,1,#458983451,NA,NA,NA
2, Auriculares Jbl Manos Libres T450 Bluetooth Inalambricos ,2290,NA,281,4892,18 cuotas,127.22,NA,Envío a todo el país,NA,NA,4.8,75,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-449839490-auriculares-jbl-manos-libres-t450-bluetooth-inalambricos-_JM,62,12,0,1,0,#449839490,JBL,T450,Con Vincha
3, Auriculares Bluetooth Manos Libres Jbl E25bt iPhone Febo ,2398,NA,185,99814,18 cuotas,133.22,NA,Envío a todo el país,NA,NA,4.8,21,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-449243520-auriculares-bluetooth-manos-libres-jbl-e25bt-iphone-febo-_JM,16,5,0,0,0,#449243520,JBL,E25BT,Sin Vincha
4, Auriculares Jbl Manos Libres T450 Bluetooth Inalambricos ® ,2690,NA,40,460,18 cuotas,149.44,NA,Envío a todo el país,NA,NA,5,5,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-457117328-auriculares-jbl-manos-libres-t450-bluetooth-inalambricos--_JM,5,0,0,0,0,#457117328,JBL,T450,Con Vincha
5, Auriculares Bluetooth Caja De Carga Inalámbrica Oferta ,635,NA,179,2868,18 cuotas,35.28,NA,Envío a todo el país,NA,NA,3.6,13,http://perfil.mercadolibre.com.uy/ELECTROVENTAS+ONLINE,https://articulo.mercadolibre.com.uy/MLU-459144646-auriculares-bluetooth-caja-de-carga-inalambrica-oferta-_JM,4,4,3,0,2,#459144646,Apple,NA,NA
6, Auriculares Bluetooth I7tws Mini Caja Carga Inalámbrica Loi ,467,640,244,838,18 cuotas,25.94,NA,Envío a todo el país,NA,NA,3.4,14,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-456795897-auriculares-bluetooth-i7tws-mini-caja-carga-inalambrica-loi-_JM,4,4,2,1,3,#456795897,NA,NA,NA
7, Auriculares Bluetooth Inalámbricos! Similar Aipods Sólo Rosa ,600,NA,62,6,18 cuotas,33.33,NA,Envío gratis a todo el país,NA,NA,3.8,5,http://perfil.mercadolibre.com.uy/IMPOCAR+SA,https://articulo.mercadolibre.com.uy/MLU-460510396-auriculares-bluetooth-inalambricos-similar-aipods-solo-rosa-_JM,2,1,1,1,0,#460510396,Apple,NA,NA
8, Auriculares Manos Libres P47 Bluetooth Inalambrico Calidad ,417,NA,68,942,18 cuotas,23.17,NA,Envío a todo el país,NA,NA,4.7,3,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-453667348-auriculares-manos-libres-p47-bluetooth-inalambrico-calidad-_JM,2,1,0,0,0,#453667348,NA,NA,NA
9, Auriculares Bluetooth Inalambrico Android iPhone Jogger ® ,330,NA,437,3998,18 cuotas,18.33,NA,Envío a todo el país,NA,NA,3.9,28,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-449191430-auriculares-bluetooth-inalambrico-android-iphone-jogger--_JM,11,9,4,2,2,#449191430,Jogger,NA,Sin Vincha
10, Auricular Manos Libres Bluetooth Wireless Headset ,290,NA,84,58,18 cuotas,16.11,NA,Entrega a acordar con el vendedor,NA,NA,4.5,4,http://perfil.mercadolibre.com.uy/ILUMINAR%C3%81S,https://articulo.mercadolibre.com.uy/MLU-459217731-auricular-manos-libres-bluetooth-wireless-headset-_JM,2,2,0,0,0,#459217731,NA,NA,NA
11, Auriculares Bluetooth Similar AirPods! 3 Hs De Autonomía ,1200,NA,323,6,18 cuotas,66.67,NA,Envío gratis a todo el país,NA,NA,4,49,http://perfil.mercadolibre.com.uy/IMPOCAR+SA,https://articulo.mercadolibre.com.uy/MLU-453836799-auriculares-bluetooth-similar-airpods-3-hs-de-autonomia-_JM,20,16,9,1,3,#453836799,Apple,AirPods,NA
12, Auriculares Bluetooth P47 Inalámbricos Microsd Manos Libre. ,425,NA,239,565,18 cuotas,23.61,NA,Envío a todo el país,NA,NA,4.6,16,http://perfil.mercadolibre.com.uy/TMO+TUMEJOROPCION,https://articulo.mercadolibre.com.uy/MLU-456663027-auriculares-bluetooth-p47-inalambricos-microsd-manos-libre-_JM,11,3,2,0,0,#456663027,NA,NA,Con Vincha
13, Auriculares Bluetooth Inalámbricos Tipo Airpod Base De Carga ,639,NA,212,4,18 cuotas,35.50,NA,Envío a todo el país,NA,NA,3.3,12,http://perfil.mercadolibre.com.uy/BLACKDOGELECTRONICS,https://articulo.mercadolibre.com.uy/MLU-453085472-auriculares-bluetooth-inalambricos-tipo-airpod-base-de-carga-_JM,4,3,1,0,4,#453085472,NA,NA,NA
14, Nuevo Xiaomi Mi A2 Lite 64gb 4gb + Auriculares Inalambricos ,219,NA,38,961,18 cuotas,427.17,NA,Envío a todo el país,NA,NA,4.6,278,http://perfil.mercadolibre.com.uy/BLACKDOGELECTRONICS,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=Lj%2BDYQ7dtXE77V208NOYGenoOm3e6y5GvC6WtHhMcVCGKah5a%2BiSUYd7i%2F2WV7kHPl%2B7%2F8jKhE%2FZa6LLZe6uDbp9gE3zttv06euimb1Ubl4gCUogV16YGtNoAePT9dtONVNGT5JT595e5Kv1Zx1x3cxriLBipnfGyymJRfnY78t3Tp%2BLLJcu4nteP1%2ByctXMi2LNLMFWiV%2FqVH7A8%2BUbW0C6Kdn68ZRhu5C0%2FlQx5ElA50mI0hXxr6iJtSN0YlHlhtNnD0H8StAxdIPZCl7GQUafjL%2Fq2jkYIvuQ8U5U9K2JUWfXXpgw8m%2BAhuNoQ5YO1j9FjchQDMmYGjwwsHd3yIyMzkLKUfpqMTu6BW6pQmMYvqtLI9WdpxoesvPt3VOe2t2P677RSILnfOC7wC%2Fl0bpcLSjPM7OOneH4lpwcD4%2BXUzD2tb7uHS37o%2BnnYQjOEwNqm8rJ55n6dx9F4lo1hFDXrI7gm7gqiC%2BHlSB%2FM4zJJZYczMW8rmIe9%2FI9EcWk0SJ6ilTxLrmS0cOpM6ZDtE32CShtVlzrkOXJfg6aQrXlCPNO8vT9QNAz1bBAWNoJPtniPXplKWLfjHFhWZgBcSIqq92eG2yGagtNzI37sPqiDyzGYrVp5M71mY0m091eMRuDSBveTUfpYRVe0WdAzsJrTIdkuUOAimwLXEJtJGLIGyNR9TrgKulXSKCatE8kbMzIB3HDZ6d4KF8SaK0S1oZaO%2BBU2MQZA82RjL34jrXjx5VmPM2BrhJ4yLGjUVnLfKHIfQF8pkBbOZpIhCBK0LPYI9CB2RBDYuMDbpCuPddVMBFU5nY6AhawwhsKWsQFfGKi9ugOoOx7HvqsoFTVh1S9D%2FRomiQvc8VlMIMZRcE4TnYstTNhIQkbkbnbEwj3mOXrtJVORQU5WCVjJQrE1CB0MV%2Fx3Nq%2FLuLCHxdkWEgzDnnvlr4uz73aG%2BmZK6q2%2FW9Ljd2h9ObXwMBFzJqAk4EpBDo44FTKxWBm2vZHPJOMOxYdKoV5r7nHnjx5LLfInudd1WCQkBNlBZ%2Fyx%2FIB1I3qg59qI2lbQ8aRd0Vu1aP1QyAl6YHjo2UHNzlPDqHpV94duVijucJHd2oAbUAKKzpqsvcdAtutlAui50UxKBZRGkHUJvWtoz84zgQRWNyGYhUUwUgktoQlhyb00vb1WLkuevxgPILye7F2Jcdc2kYC3NJA6RU%2F%2FcPB0c1LA1o%2BMI48llzR%2FDXY0mmzpS8x8kNgYyCqnaN3yRAldK%2BsEs7NNnhSRO%2Fx6UJKGXkD3bKMJfRuKOTttRbH6W4jW52Zo8vD3Se5S3zk67CA6NX8zf9CzWn2qRi%2F%2FswMUV7R7pBrdjoWcNKMmlk%2BfsPi09fx%2BX3UscN3Orj4s16Lb9oIUFTIt3us%2FNYS4MFnpZ%2FZIPHsU2p6PR5W3AMTGOTQDbZ9YpF8bAs0RJWGPiNshKDPm8tq51ZZGF1c%2Fl8eC8iPMfW%2Fd4UwIgtd8WwC7f5qYB51KXX93BARLlvQqf%2FiQLCHXGaXXlZBGp7zJwrbbqk3Yt8luM%2BeSODsROIz5ueI%2FxYigxQOSABi4D8XtqBFJ%2F%2Fs8KUZCGng56i%2B1wb6Wfmhsi4WRWS8%2FguSmEXSxntOwhYwY%2FlKWlYclqOhH2bU8r1a0t3NWLwfHuOcYd0RJUTDCFoB0Eeeivo9UjY%3D,195,72,6,4,2,#458654808,Xiaomi,A2,NA
15, Auriculares Bluetooth Stereo Manos Libres Wireless Magnetico ,380,NA,174,5000,18 cuotas,21.11,NA,Envío a todo el país,NA,NA,4.1,27,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-450505995-auriculares-bluetooth-stereo-manos-libres-wireless-magnetico-_JM,13,7,4,2,1,#450505995,NA,NA,NA
16, Nano Auricular Manos Libres Bluetooth Ultra Pequeño Comodo ® ,190,NA,118,5000,18 cuotas,10.56,NA,Envío a todo el país,NA,NA,3.8,9,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-446287032-nano-auricular-manos-libres-bluetooth-ultra-pequeno-comodo--_JM,4,1,2,2,0,#446287032,Samsung,NA,NA
17, Auriculares Inalámbricos Tws16 Bluetooth Iph/android Ebuy ,50,NA,16,84,18 cuotas,97.53,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/EASYBUYSHOP,https://articulo.mercadolibre.com.uy/MLU-456715106-auriculares-inalambricos-tws16-bluetooth-iphandroid-ebuy-_JM,1,0,0,0,0,#456715106,NA,NA,NA
