search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Marca del celular,Tipo de funda
1, Mophie Funda Bateria Juice Pack Para iPhone 8/7 Plus Negro ,47.99,69.990,1,2,6,7.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=166,https://articulo.mercadolibre.cl/MLC-475910245-mophie-funda-bateria-juice-pack-para-iphone-87-plus-negro-_JM,NA,NA,NA,NA,NA,#475910245,Mophie,NA,NA
2, Tech 21 Funda Dura iPhone 8/7 Plus Evoke Transparente/azul ,23.99,NA,1,9,6,3.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=166,https://articulo.mercadolibre.cl/MLC-496719646-tech-21-funda-dura-iphone-87-plus-evoke-transparenteazul-_JM,NA,NA,NA,NA,NA,#496719646,Tech 21,Apple,Carcasa
3, Carcasa Apple Silicona Original 6 / 7 Y 7 Plus / 8 Y 8 Plus ,7.8,NA,265,74,12,650,NA,Envío a todo el país,NA,NA,4.8,17,https://perfil.mercadolibre.cl/CELLBOX.CL,https://articulo.mercadolibre.cl/MLC-454645969-carcasa-apple-silicona-original-6-7-y-7-plus-8-y-8-plus-_JM?searchVariation=36229993361,16,0,0,0,1,#454645969,Apple,Apple,Carcasa
4, iPhone 5 5s 6 6s 7 8 Plus Carcasa 360 Slim Gkk | Kyrios ,7.99,NA,77,4,12,666,NA,Envío a todo el país,NA,NA,4.8,6,https://perfil.mercadolibre.cl/TIENDA+KYRIOS,https://articulo.mercadolibre.cl/MLC-473097419-iphone-5-5s-6-6s-7-8-plus-carcasa-360-slim-gkk-kyrios-_JM?searchVariation=41301697027,5,1,0,0,0,#473097419,GKK,Apple,Carcasa
5, Carcasas Colores iPhone Silicona 6/7/8/x/xs/xr/plus ,6.99,NA,71,58,12,582,NA,Envío a todo el país,NA,NA,5,4,https://perfil.mercadolibre.cl/BANANATIENDA,https://articulo.mercadolibre.cl/MLC-492059051-carcasas-colores-iphone-silicona-678xxsxrplus-_JM?searchVariation=39967227028,4,0,0,0,0,#492059051,Silicone,Apple,Carcasa
6, Carcasa Rock Ultra Delgada iPhone 6/7/8/x/xs/plus ,8.99,NA,360,159,12,749,NA,Envío a todo el país,NA,NA,4.7,30,https://perfil.mercadolibre.cl/BANANATIENDA,https://articulo.mercadolibre.cl/MLC-452176797-carcasa-rock-ultra-delgada-iphone-678xxsplus-_JM,27,1,0,1,1,#452176797,Rock,Apple,Carcasa
7, Apple iPhone Xr 64gb 4g Plus Banda28 Mica Funda -phone Store ,639.99,749.990,7,893,6,106.665,NA,Envío gratis a todo el país,NA,NA,4.9,17,https://perfil.mercadolibre.cl/PHONESTORE-RETAILCHILE,https://articulo.mercadolibre.cl/MLC-471445619-apple-iphone-xr-64gb-4g-plus-banda28-mica-funda-phone-store-_JM,15,2,0,0,0,#471445619,Apple,NA,NA
8, Carcasas Apple Cuero iPhone 6 6 Plus 6s Plus 7 8 7 8 Plus ,7.99,NA,609,4,6,1.332,NA,Envío a todo el país,NA,NA,4.3,42,https://perfil.mercadolibre.cl/SMARTBUYCHILE,https://articulo.mercadolibre.cl/MLC-434288453-carcasas-apple-cuero-iphone-6-6-plus-6s-plus-7-8-7-8-plus-_JM?searchVariation=35810579020,26,8,4,3,1,#434288453,Apple,Apple,Carcasa
9, Carcasas Apple Cuero iPhone 6 / 6 Plus 7 7 Plus 8 Y 8 Plus ,8.99,NA,134,373,12,749,NA,Envío a todo el país,NA,NA,4.3,8,https://perfil.mercadolibre.cl/CELLBOX.CL,https://articulo.mercadolibre.cl/MLC-455131366-carcasas-apple-cuero-iphone-6-6-plus-7-7-plus-8-y-8-plus-_JM?searchVariation=36233406122,5,2,0,0,1,#455131366,Apple,Apple,Carcasa
10, iPhone 6 / 7 / 8 / Plus Carcasa Shockproof Ipaky | Kyrios ,10.99,NA,70,6,12,916,NA,Envío a todo el país,NA,NA,4.8,5,https://perfil.mercadolibre.cl/TIENDA+KYRIOS,https://articulo.mercadolibre.cl/MLC-455542006-iphone-6-7-8-plus-carcasa-shockproof-ipaky-kyrios-_JM?searchVariation=41300161258,4,1,0,0,0,#455542006,IPAKY,Apple,Carcasa
11, Power Case Bateria Externa Funda 5000mah iPhone 6 7 8 Plus ,14.99,NA,23,77,6,2.498,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECNOPICADA,https://articulo.mercadolibre.cl/MLC-471415131-power-case-bateria-externa-funda-5000mah-iphone-6-7-8-plus-_JM,NA,NA,NA,NA,NA,#471415131,NA,NA,NA
12, Carcasa + Soporte Dragon Ball iPhone X 6 7 8 Plus Xs Max ,7.99,NA,17,5,12,666,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMERCIALIZADORA+REGALOCO,https://articulo.mercadolibre.cl/MLC-475108196-carcasa-soporte-dragon-ball-iphone-x-6-7-8-plus-xs-max-_JM,NA,NA,NA,NA,NA,#475108196,NA,Apple,Carcasa
13, iPhone 7 / 8 / 7 Plus / 8 Plus Carcasa Magnética | Kyrios ,11.99,NA,35,2,12,999,NA,Envío a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/TIENDA+KYRIOS,https://articulo.mercadolibre.cl/MLC-470386540-iphone-7-8-7-plus-8-plus-carcasa-magnetica-kyrios-_JM?searchVariation=37721968573,1,0,0,0,0,#470386540,LUPHIE,Apple,Carcasa
14, 10 Carcasas Magnética iPhone 8 Plus Por Mayor ,69.99,NA,0,9,6,11.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMERCIALONLINE+EIRL,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=9DklkKIZPLiJf7lyw%2B8bSpPO3yEyBuuo9nyg7B0ed0NlCSC5CJZh6sHT7hhEFxCi4Fnkjtr1LXqYtHQT35TXhBmqmoJb9sKbKu%2Bicq%2FXe9CMAPuUlyMsqzTXZOjHSvmq8qHyM3vpz2IrEtrsrmPGiK%2FW2fzWDSypGRLaq%2F2ZiDdvXTX6d85obuVEJ8GK9VoWA3WdA7%2BEFbWtYvejeabDWU4aUFhSuhc0irAIaJtaCI5wFl5p1rKmOsEB82dZDNBgKtP2CAuse4zRfe1OuNQcBcQNQ7Dgtc15h6v21vvre1W7cjQZANyHWAx5K877DntUKfwFnQQQ7xeSDCFIWAlq0j5EmlJRUgLhxZrHcRQVrrd1io%2BZcGrHUE6VFy8nAE57jGk7WS3Nn9CIRfUuh0ks2KV2%2BZlZIOQVA3t9pJX2oa%2F%2FlEIXo4RSlV0UzaAWol9Gu25r7Eok77Nlg1%2BbQ4BobOk4AYY%2FyZ%2BGuG3q0RQZncWWKBJ6PnqZyXgJKQlzI8yCP0azdS2XDWY4LLC4wJ4hLOnmryL7csWCztxkqgG%2F8QI8EjW07%2BiZsm21n%2BGyaW9mvxFRyqoXOFftI5WZ%2BoYgQ1j8LdSTIz5gWk1bOQ7SDdBw1Iz305frg6W2IovxzzAxboYYARE3F1ChyArbWTz5Qkcxyp0wwo%2FV9bJpWAIerpk98bcYSXHy9I9%2FfsvmXInL3eZxoxVBQYzTQCuPdWh70zVQ4t2oltLX2pjgFX4wYp8JWsXjh9jw3iZj6Cm5niqNkauvmHn9Hc55v%2B9X0qDHURUokyWIDzXv5ffOoAkWYt%2BK5X7PqsG0sf4ke%2F8OpTvFUQvRvUyCQ%2B9nllHcEemyk3aWuhfqTxxj%2Fz9gVhUUFVE4ErdTnVc5n8LGl3K5EserMoltSxbD2lpTkfXi49m9AluJ72ZfIOXQh8xh9kKF3BZbb5GiqY4dVwxH%2FeZCEOlaGWn5WYqGTC7Zap2onrSkfPQxiFHDiAQTWIEJjV37xZHYqb6qiDT%2BVXBjDNtX2VKfnnApTL7Ebf4YO4IJiHStNHOzCe%2BkK3iXyJztXfMQP%2F1Zrny%2FybC0AqWB7sKuilLNL%2FP2jf5hqbjgF1vGDus%2BG773G80dE3B%2BnbEWIaqktWmbjk4U3Crr1DWkxn9c7%2FmjD7pvsVyROlKcNjiK6ntCfmYiZ7TDHVhJUCKLXoXOTj8dLJ5LwvwRgsNdUJssVol3pi%2FY4uJcHu3c4sQfBeeUr6y53uxVla6yWwKgjaFr7Rbu6cla6moc2j9tINjS6ELegmsqK8S3b5OqcHU84vJsxCAacM42k12G4bKpD1RHgeN7o4Eaova2j1QktF%2Fe5xGU9gWncX%2FZyPAZG6BDor6xxhsufUocu9qk75q1SBKXLn7i77Hk%2BBW5ys%2F0Qm64MBJMP0ltFeN1s0opC7nbt6qUTKzz8dr4y5bqZHLCXhFnx4BsySIyhbuap6NSJ4t%2FuyOQnW%2FZbTo7RahEvyJLh3A0EgowLZbgBvIFDPbPpVoCUd8mZgQZXP3FAkJruDS95aMIbBKu5yOBUknMrD8LDFInqpa9M%2FU%3D,NA,NA,NA,NA,NA,#471393023,NA,Samsung,Carcasa
15, Carcasa Logo Apple iPhone 7 Plus / 8 Plus + Lamina De Vidrio ,9.99,NA,11,39,12,832,NA,Envío a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/CARCASASPUNTOCL,https://articulo.mercadolibre.cl/MLC-477968233-carcasa-logo-apple-iphone-7-plus-8-plus-lamina-de-vidrio-_JM,1,0,0,0,0,#477968233,Genérico,Apple,Carcasa
16, Carcasa Original Ipaky 360º iPhone 8 Plus + Vidrio Templado ,13.99,NA,3010,4,6,2.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MONKEYCOLOR,https://articulo.mercadolibre.cl/MLC-451130493-carcasa-original-ipaky-360-iphone-8-plus-vidrio-templado-_JM,NA,NA,NA,NA,NA,#451130493,Genérico,Apple,Carcasa
17, Carcasa Love Mei iPhone 7 8 X Y 7 8 Plus - Tecnostrike ,20.99,22.990,332,709,6,3.498,NA,Envío gratis a todo el país,NA,NA,4.1,13,https://perfil.mercadolibre.cl/TECNOSTRIKE,https://articulo.mercadolibre.cl/MLC-435358128-carcasa-love-mei-iphone-7-8-x-y-7-8-plus-tecnostrike-_JM,8,1,1,3,0,#435358128,LOVE MEI,Apple,Carcasa
18, Carcasas Colores iPhone Silicona 6/7/8/x/xs/xr/plus ,6.99,NA,71,224,12,582,NA,Envío a todo el país,NA,NA,5,4,https://perfil.mercadolibre.cl/BANANATIENDA,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=mgwZiWsv%2BzDESW69WpThIvpk08XaFYKbphvScTo0xiCqTHrhLy5OYcCJTieYyMxeHOxTCDBtounSgbCQ2BBzCBiB2J9OEXfHYGmUfGeGqxl4zaqJlfvxC31aGHR6cDU7qUt%2Fygo%2B2FFfkRHSEFngUoHD6L2NBxa%2BMVa6srKUPQ5Ll4P6%2FbOKtRC1ojIMnYAYzWf%2F4i%2FYrU7Jke7xBHys4PJ0ffgo3fBezZmT3y5aCpxazX33HbYm53Mgp6NQs7XEzLDkgfmhJSkufaAwRhDM7BP0sHAizFrs7fyXCZBns%2FGAVuDmST6HOldWQpg0Ut2xCDUOe%2F3G6eg771wDPrQzAxP53nY5Bh6Fpww3XqdHILoFLL%2FBpzwvyIoDcDIWc3YVv8j%2B9fddDc3%2Bb4vqWAo3QrAX7xuVVUNCYD4i9Lm0QWiZdGPzRAmveaC%2Bh4JnaT9xKinZ6fcXlND6AfA%2F16aUn4zOxxtgSWCIg6gXEe5NoWBjplnIBiEBIl3D0vOqzs1RtlT2VU0OiAonwjxgYDacPf7MhGRL4tHlwfqHI%2BZYzKEYENJY%2FUARhPhUraTh%2BkkTeuyJLad%2FsrGDcC4epTBMuMoK%2B7l8bYFmByzOdyknvsun6jPOE3%2FoJTkoA1AWRG1A9ufGlPKi%2F%2Bz3ShjLIwc2XWKc3rXm3rZwLXClNXMD5woOuw0T0d0QMuifYF0SO6QiEtLyXMlpQ3nYkQauPSd1MLK12EoSKnZqH9i91d%2FeqGnReae14f%2BoaVQmd%2FwlRrVyBrovcEVaeTB23dkEyTJEsdngyWq6MWXoHeD2u4JsPRI9Uus1Q%2BnpymnpNt2nqOGsw1XdQsZETfQnjMYygGqUzyZWT2cYkA4CTxPcWOYJilcDhsmX1yI4RLTkmuhRQDlMi5YRWF1Qo30K6TX2Fv0eh5I6Uhz7ThMcZaPYTDGgZA4RQdg1aKFYUh43fyY46PWTkttv45dAHAZWZng6xuQEtdwIhLTiY%2FST197PNZD%2FFJLC9BUbjYEyG5%2BMVgZIHsWiwToqxeG0HGWGECsYH9vO2ciIkouuJTO9RH55TprdayCY0jyYCz5Y4xmjSnEp2%2BMuW%2B3jLbsAi1sBrLs94VON%2FO3ulb9O56McKcQyS7LgbCaOLc75GIhvBkigzvEMtNs5eRzJqiLQJLLpVEI3MIes1fq59b5AjCwYKcWdhQoAFsEyxBw4fRolnLZJdXhXdDoqI9qO4MG8esItBljWpbFdKRd0TcpSM0SXnn6Ea9BiesrrPLmW1WDg%2BpH5SGr9s7eXtv1P17OdbXpoPPmRtRYnNusElT28q11zyC60bL8I4SbImah78Q6kp76ckfkIU5cDR5SXWa08CbVyzPLBBIpPuz7neycfitHx3daOWU500m3%2FNza2DG6MKSP06JFK4fZJ5z853eChlkWDr2Nmg94s7wNyX0LX9GU67npTpqnaqY96zYbK6nDKe2N8dkly%2FSpkVP1CmvxG0IszKHbl1zZPHL3jgjlRpRHmAHuBsmaCHCJG89t5clHo80q04fcx0YiuC2lcsGp046cI8K4cUmMTbUnygyk%3D,4,0,0,0,0,#492059051,Silicone,Apple,Carcasa
19, iPhone 7 / 8 / Plus Carcasa Silicona Platered Esr | Kyrios ,7.99,NA,9,4,12,666,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TIENDA+KYRIOS,https://articulo.mercadolibre.cl/MLC-448592292-iphone-7-8-plus-carcasa-silicona-platered-esr-kyrios-_JM?searchVariation=41543798622,NA,NA,NA,NA,NA,#448592292,ESR,Apple,Carcasa
20," Carcasa Antigolpes Metal R-just Classic iPhone 7/8plus,xr ",19.99,NA,7,1,12,1.666,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ARAGUISS,https://articulo.mercadolibre.cl/MLC-489269436-carcasa-antigolpes-metal-r-just-classic-iphone-78plusxr-_JM,NA,NA,NA,NA,NA,#489269436,r-just,Apple,Carcasa
21, Carcasa Transparente Reforzada Para iPhone 8 Plus Miaustore ,1.99,NA,23,3,12,166,NA,Envío a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/MIAUSTORE.CL,https://articulo.mercadolibre.cl/MLC-453525745-carcasa-transparente-reforzada-para-iphone-8-plus-miaustore-_JM,1,0,0,0,0,#453525745,NA,Apple,Carcasa
22, Carcasa 360° iPhone 8 Plus 7 Plus + Lámina Negro 3 En 1 ,9.995,NA,36,3,6,1.666,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/ALPHATECHILE,https://articulo.mercadolibre.cl/MLC-452824745-carcasa-360-iphone-8-plus-7-plus-lamina-negro-3-en-1-_JM,1,0,0,0,0,#452824745,NA,Apple,Carcasa
23, Carcasa 360° iPhone 8 7 Plus + Vidrio Templado Rojo 3 En 1 ,9.995,NA,10,6,6,1.666,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ALPHATECHILE,https://articulo.mercadolibre.cl/MLC-452825550-carcasa-360-iphone-8-7-plus-vidrio-templado-rojo-3-en-1-_JM,NA,NA,NA,NA,NA,#452825550,NA,Apple,Carcasa
24, iPhone 6 / 7 / 8 / Plus Carcasa Magnética Premium | Kyrios ,11.99,NA,12,14,12,999,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TIENDA+KYRIOS,https://articulo.mercadolibre.cl/MLC-464042219-iphone-6-7-8-plus-carcasa-magnetica-premium-kyrios-_JM?searchVariation=41533249095,NA,NA,NA,NA,NA,#464042219,BOTYE,Apple,Carcasa
25, Carcasa Magnética iPhone 6 6s 6 Plus 7 8 8 Plus X | Digitek ,9.99,NA,29,71,6,1.665,NA,Envío a todo el país,NA,NA,4,1,https://perfil.mercadolibre.cl/DIGITEK.CL,https://articulo.mercadolibre.cl/MLC-489124640-carcasa-magnetica-iphone-6-6s-6-plus-7-8-8-plus-x-digitek-_JM,0,1,0,0,0,#489124640,NA,Apple,Carcasa
26, Carcasa Cuero Hanman Billetera iPhone 6 7 8 / Plus + Colores ,15.99,NA,45,123,12,1.332,NA,Envío a todo el país,NA,NA,4.3,4,https://perfil.mercadolibre.cl/SMARTBUYCHILE,https://articulo.mercadolibre.cl/MLC-448901342-carcasa-cuero-hanman-billetera-iphone-6-7-8-plus-colores-_JM?searchVariation=35452869692,3,0,0,1,0,#448901342,Hanman,Apple,Carcasa
27, Carcasa Madera Personalizada iPhone 8 I 8 Plus I 1 Diseño ,6.99,NA,2,3,6,1.165,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VENTAS+ELECTRONICAS1,https://articulo.mercadolibre.cl/MLC-474287055-carcasa-madera-personalizada-iphone-8-i-8-plus-i-1-diseno-_JM,NA,NA,NA,NA,NA,#474287055,NA,Apple,Carcasa
28, Apple iPhone 7/8 Plus Tpu Premium Nillkin - Webphone ,9.99,NA,5,3,12,832,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/WEBPHONESPA,https://articulo.mercadolibre.cl/MLC-468866299-apple-iphone-78-plus-tpu-premium-nillkin-webphone-_JM,NA,NA,NA,NA,NA,#468866299,Nillkin,Apple,Carcasa
29, Carcasa Tpu Militar Táctica Camuflaje iPhone X 6 7 8 Plus ,5.99,NA,5,9,12,499,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMERCIALIZADORA+REGALOCO,https://articulo.mercadolibre.cl/MLC-474169702-carcasa-tpu-militar-tactica-camuflaje-iphone-x-6-7-8-plus-_JM,NA,NA,NA,NA,NA,#474169702,NA,Apple,Carcasa
30, Carcasa iPhone 7/8 Plus 360° Vidrio Templado Negro Baseus ,9.99,NA,4,2,12,832,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/BERRIAKLTDA,https://articulo.mercadolibre.cl/MLC-482951470-carcasa-iphone-78-plus-360-vidrio-templado-negro-baseus-_JM,NA,NA,NA,NA,NA,#482951470,Baseus,Apple,Carcasa
