search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Tipo de funda,Material
1, Funda Silicone Case 5s Se 6 6s 7 Plus iPhone 8 Plus Original ,499,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1836
				vendidos
			
		",(552 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,303,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-689528238-funda-silicone-case-5s-se-6-6s-7-plus-iphone-8-plus-original-_JM?searchVariation=34571117688,217,57,19,4,6,#689528238,Apple,Iphone,Apple,Silicone Case,Silicone case,Silicona
2, Funda Rigida Antigolpe iPhone 6s 7 8 Plus Xs Max Xr + Glass ,740,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1610
				vendidos
			
		",(649 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,113,https://perfil.mercadolibre.com.ar/TIENDASHOPEALO,https://articulo.mercadolibre.com.ar/MLA-666368423-funda-rigida-antigolpe-iphone-6s-7-8-plus-xs-max-xr-glass-_JM?searchVariation=34624942900,73,25,7,3,5,#666368423,Apple,"iPhone 6, 6s, 6 Plus, 6s Plus, 7, 7 Plus, 8, 8 Plus X, Xs, Xs Max, Xr",Sin Marca,Fusion,Bumper,Acrílico
3, Funda Silicone Case iPhone 8 6s 7 Plus Se + Vidrio Templado ,549,NA,"
			
				Nuevo
			
			
				
					 - 
				
				572
				vendidos
			
		",(494 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,10,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-722492563-funda-silicone-case-iphone-8-6s-7-plus-se-vidrio-templado-_JM?searchVariation=34039427293,9,1,0,0,0,#722492563,Apple,Ihone 6s 7 8 Plus,Apple,Silicone Case,Silicone Case,Silicona
4, Funda Silicona Silicone Case iPhone 7 8 Plus X Original ,401,NA,"
			
				Nuevo
			
			
				
					 - 
				
				835
				vendidos
			
		",(498 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,16,https://perfil.mercadolibre.com.ar/TECHYOK,https://articulo.mercadolibre.com.ar/MLA-699391515-funda-silicona-silicone-case-iphone-7-8-plus-x-original-_JM,14,1,1,0,0,#699391515,Apple,7 8 Plus X,Apple,7 8  Plus X,Silicona,Silicona
5, Funda Metalica Magnetica Vidrio iPhone X Xs Max 8 7 6 Plus ,659,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1234
				vendidos
			
		",(143 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.0,46,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-741182860-funda-metalica-magnetica-vidrio-iphone-x-xs-max-8-7-6-plus-_JM?searchVariation=36653627402,30,4,1,3,8,#741182860,Apple,Iphone X;Iphone Xs Max; Iphone 7; Iphone 8; Iphone 7 plus; Iphone 8 plus; Iphone 6; Iphone 6 Plus; Iphone Xr,Norcel,Magnetica,Bumper,TPU/Policarbonato
6, Funda Ringke Original iPhone X Xs Max 7 8 Plus Xr +envio ,179,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1937
				vendidos
			
		",(8 disponibles),6 cuotas sin interés,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,131,https://perfil.mercadolibre.com.ar/MEGASTATIONSRL,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=WXwOaJD8dSYryeAkF%2BXuaTh2AtHnj5OYUQYpvLQhleN23brEQh4dQRBvd8nxRPbrKFi%2B3FcsZxsDP4%2FXUQSn2E%2BOiNJtcsc9jw7NTWMF6LF3U3%2FzakLGLtM%2FoUz%2BYjDzgap%2BdJQqbQXKZchOQhYCWjFud%2FPXPv%2BDgkl0TSijz4UgbIbwBGnS8yH9LjucEn5OlJuFB2i%2FAOFYLK6amz1amWPEm0yoXY7keCLFQ15mmWJq1H4%2BixtbhrdOqtHiyKbwYIOr2JzJ3D01NEHfIOSEtkTd70GzWYwyx%2FoMzPmNuEzmg3%2B8aWxjOn6w%2F2np9w6vTf%2BrtaxAqxHWuDOhBNeEBAdliPhoflon31lFGu0g%2BngKp9yW2KE95WvTtVUDlmFH9QEKxGHokeZu7gkWd%2FYPxyyFv4I4gy%2BqYMqgBlLpcm8yZ8F02a9IUEmXR9yrEO8Z6LXbqWzI0QSFv%2Fl2H8Qzj7ZUXyKnkCycdB6dWjj63QGMvehD1TKMLURntPZsIdRUrsT8VyYRWvIrMgPZvavxGbffH78naqubCk81g0n6CMhuSrVauo6d544qPuRkNP%2B0ncoiZCgDVkeH4Q6u8xxRvIEvKjCTr4VuXdAf15mB8lNDG0xhOfcgAKbWPDI3Yxd6po%2F4wAXC%2F8iTXGKGByGR5tP33khkeiNsAMlFpCn2qMKVqLFHTJnRF6Q7cCY8EpjSOm5S%2FtnyVuEMgvJLZhF3Ji%2BSm2lx7enx8jqF32Q1uzUmRU9a1vXYsFWAxZ1Xw%2BiwMc%2B0pb%2B4VWU8JJqvUEMmupGJzi%2BUMkudt36ZPTP21gChNiFzIl6TdsPNgF943gyYEd9jwjmxlV9Cy%2FStQzSswHbJEyes2klrjI919SX80z%2Bf6ayPaHv1seHxFocJM64A7%2FAOpXAqJJvcuB55s%2B%2FtUBfhFtMhrgPyJo1Xod%2BKvvUhn00zl%2FYxeuK6I2%2F6wcg8U%2FIBd73yGMZVhrKMNIRa2MHwJ1Zat6uZoPg8hewZIexp7jFHd2geOYdCc2mFhMPRAishABQ9%2FKvARwkbInLcfkpl6%2FqsapJR0HQUaCS9R2S%2BYMvSOFXb6TdLtheO63Cs%2BUak6BQ0DwR8eP2njgAUZ5pcbxgmJEqHHB1BRs6bkzXxaC0NTpxkZMVOsqiUpSsBHDFURXCBmfybo4lBtCb0rkXVSRrQrYRjLKXqK6sYX7xOTiWrnw6lsAoG3LZCMfc4I9GJWhIMuxDsp3uvEr8iyLSssK1hTNDxBXcouhbJrRUdNISuTLFKK94xw%2FXLOwjTT7oyj0E8RKFdyFP%2FjdptRFyVAAh5fyJsQPH6w48sb3sS7aCwiRIIhx2ZZINwONgjqCWwXS2NfNlKFX4f3R6aDp8xRb2X%2FVo60ihp35UyMNrVSk4kffIDRK9sAJvjTuNJeWzQMKWDW2QJ0oXM14qdoIA%2BCBwTsU9hpfVmU37wz99KoC8UdrNJ5Sk9BbmLDr6P1Q3u585ivsbZn88dtqg4%2FSapS1JkMFUZ%2FhF1KNLiT%2BxcaOcqLNWariwh8pAkeMhyMC%2FECjOXQzOHNA0uraLHZCOPqBNYCRni3AS8SPQZUmyJ3Odt2d%2BI3EpQuuYc%2FAPo0GNwrKcS9dWbYvCuJDd7OakYKB72B7XMkSPE,72,32,13,4,10,#620135816,Apple,Apple Iphone 5 5S SE 6 6S 6 Plus 6S Plus 7 7 Plus 8 8 Plus,Megastation,360°,360,Acrílico Sin Vidrio templado
7, Funda Silicona Premium iPhone 8 7 8 Plus + Vidrio Templado ,1029,NA,"
			
				Nuevo
			
			
				
					 - 
				
				874
				vendidos
			
		",(326 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,43,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-711298702-funda-ringke-original-iphone-x-xs-max-7-8-plus-xr-envio-_JM?searchVariation=32500129935,36,5,2,0,0,#711298702,Apple,IPHONE 7; 7 PLUS; 8; 8 PLUS; X; XS; XS MAX; XR,Ringke,Fusion,Rugerizada,Acrílico
8, Funda 360 Sin Vidrio iPhone X 5 Se 6s 6 7 8 Plus ,400,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1429
				vendidos
			
		",(9019 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,37,https://perfil.mercadolibre.com.ar/GENERACIONUNO,https://articulo.mercadolibre.com.ar/MLA-687478565-funda-silicona-premium-iphone-8-7-8-plus-vidrio-templado-_JM,26,10,1,0,0,#687478565,Apple,"Iphone 7, Iphone 7 Plus, Iphone 8, Iphone 8 Plus",Soul | West,Cover,Silicone,Silicona
9, Funda iPhone 8 Plus 7 Plus Apple Original Silicona Soft ,450,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5084
				vendidos
			
		",(474 disponibles),12 cuotas,NA,NA,Envío a todo el país,NA,NA,4.6,197,https://perfil.mercadolibre.com.ar/CRAZYSTATION,https://articulo.mercadolibre.com.ar/MLA-655324667-funda-iphone-8-plus-7-plus-apple-original-silicona-soft-_JM,147,28,15,4,3,#655324667,Apple,8 Plus / 7 Plus,Apple,Silicone Case,Bumper,Silicona
10, Funda Super Anti Golpe Reforzada iPhone X 6 7 Plus 5 Se X ,139,NA,"
			
				Nuevo
			
			
				
					 - 
				
				545
				vendidos
			
		",(30 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,21,https://perfil.mercadolibre.com.ar/GRUPO+TTB.S.R.L.,https://articulo.mercadolibre.com.ar/MLA-746999903-funda-super-anti-golpe-reforzada-iphone-x-6-7-plus-5-se-x-_JM?searchVariation=36479608140,16,4,1,0,0,#746999903,Apple,iPhone X 6 7 8 PLUS,TTG,iPhone X 6 7 8 PLUS,Air,Acrílico
