search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Tipo de funda,Material
1, Funda Silicone Case 5s Se 6 6s 7 Plus iPhone 8 Plus Original ,499,NA,2010,378,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,68,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-689528238-funda-silicone-case-5s-se-6-6s-7-plus-iphone-8-plus-original-_JM,52,10,4,0,2,#689528238,Apple,Iphone,Apple,Silicone Case,Silicone case,Silicona
2, Funda Silicone Case iPhone 8 6s 7 Plus Se + Vidrio Templado ,599,NA,667,399,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,12,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-722492563-funda-silicone-case-iphone-8-6s-7-plus-se-vidrio-templado-_JM?searchVariation=34039427293,11,1,0,0,0,#722492563,Apple,Ihone 6s 7 8 Plus,Apple,Silicone Case,Silicone Case,Silicona
3, Funda Ringke Original iPhone X Xs Max 7 8 Plus Xr +envio ,971,1029,962,14,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,49,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-711298702-funda-ringke-original-iphone-x-xs-max-7-8-plus-xr-envio-_JM?searchVariation=32500129944,41,6,2,0,0,#711298702,Apple,IPHONE 7; 7 PLUS; 8; 8 PLUS; X; XS; XS MAX; XR,Ringke,Fusion,Rugerizada,Acrílico
4, Funda Silicona Premium iPhone 8 7 8 Plus + Vidrio Templado ,400,NA,1435,9013,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,37,https://perfil.mercadolibre.com.ar/GENERACIONUNO,https://articulo.mercadolibre.com.ar/MLA-687478565-funda-silicona-premium-iphone-8-7-8-plus-vidrio-templado-_JM,26,10,1,0,0,#687478565,Apple,"Iphone 7, Iphone 7 Plus, Iphone 8, Iphone 8 Plus",Soul | West,Cover,Silicone,Silicona
5, Funda Silicone Case iPhone 8 7 Plus 5s Se 6 6s Original ,499,NA,393,125,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,9,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-686264793-funda-silicone-case-iphone-8-7-plus-5s-se-6-6s-original-_JM,7,2,0,0,0,#686264793,Apple,Iphone 7 8 y Plus,Apple,Silicone Case,Silicone Case,Silicona
6, Funda Metalica Magnetica Vidrio iPhone X Xs Max 8 7 6 Plus ,400,NA,1435,9013,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,37,https://perfil.mercadolibre.com.ar/GENERACIONUNO,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=cQ0mgsyQysKx9f6if4zzLuVnWTMebLYqlm7IPhlaNlFJxp%2BJuzOo8WxIinZ7V%2FMCc4aOQ3UN2Hdgob7uH7FxTtpkfFJzACWMRO0MCAASBXks%2BFpiCJ%2FbvkbJoqU85p24sGJb7klaFnzFGGoZ5O0pk7SVbBQiqZasb5uODW6lbhbKY%2FwxSgqNFFB27F9CQ76Fmi4SaTsnOp%2BvNysXt5leNDFFwcvR2ES2yKCYHDJLkDXW1cOD%2F0OhBG0BW6%2FsI39%2FA0VsREdsryFUhHDTe6LLnl%2ByO7qL8QFttKxUt4OF7AgbaOjRV%2FFeqP7mJ7QQDq7A7eOGNF40WEqlOTVfE9YZH54iaPRMfJYqHd4urMzLD8zL0nM%2F6AtO%2FKPtjuiqleJSrlzlYFYJG81n%2F%2Bj65c9Qke2Q4z0TPCRmgFqekbV0duUgyvQDrYVVDKyVyiTtXYBRpTW%2B2rWdrUCRc0bU4FY7ZsrZyNAru75JdKMpZ9%2FnJqnsERT5oKC3A5%2FBXgUWQ7wAfuThq0q%2Fn%2ByI96zIUBTnXzAG9xeJjQ%2FJcyuZJQ2ErehB04KbN%2FxrUvfJbZt3M%2BPsA%2FEGfOF3L8pVZV%2FwlaX9w15K5Yvi60I%2BKjPBoBT6O8woW%2BE0bUUsO7HVqGAQ980pgFsOzZ9bQnuNRMHbFlEfuFuz2YG0rNmeyxb4snyWyeA5gCGAHaV3WsFeQMkA%2F%2BrpSvqF5Ggdg4EIkRhEW%2F2CH42PwYTx8fEGkm%2F8rDN6CxFDgEkJ7I3YkkW5JgVbTkeRvBzE0hV6aFPSy8QUj7sI6rezozydKP%2FoNjQKWPRLzamqGdpaF4kkuU4I32FN6ciiYd73imBhsiqlG8pEyaaLJdvAD1lY3enY8OxjQD0%2FzmjmMB14jO%2FenlU4TPlPPfQqvobUHPH2rzHJePS5l34puKnrvmli7r%2FwjDTsjU56%2B8VWKxoHCfbTxDFrL4zJdY78azMhPFzmSVQ9%2B%2BeD%2B8m2hTGHYm33qmQaolhO4buuDHYsdWfiYacmhnIRxXNTVptDX1CY%2F3D8cVDZmPifpExI3MyrJ4fDHIUZ8k4uVAuGs%2BCn%2BMabBRf%2FwlPhtQwexRfYi8e1TiYkjtYQNyNCzEBcfdxrKWGJSIVoeKwZrQTo6iS4qdZY048%2FZBDtk9N9Wf0K2QQPpXUBRhqy30ugWJm6aVKJuTZDzAyPJtC3%2Fp46Th7pU%2BgIJFDmF6faVR45hesqWigSjv%2BY4f3YYgIoV2hoq62Z6w%2FEp14PZ1IiA%2BonZFHtDl4XznZ3jvBDCjPwecxU27F9iZIsxWCNouXV7EtAjvjvrxthpGBWkNYpjVoksZO35e21w2GseAyUKHEMObJEcgMZb2pBAryPlAljRCG52q3n15GQP5t3DPBoSDODWJWFb%2BbuPqSUAxP9dnWLivovwWwxBMpuCl%2FlJ%2FitgQYzVI2RboXvKwEunnrOPkiImMIPYvAPuzPHMhiDoXs6ou2xU%2BMiZiyko6PAsdm70IKVEU7%2FwNz%2FgoaNaNWusFuHlf79AY8pf0J6EyDeFtk36%2BE5dx5PznqO19ZCH9TAdpoZIdkizJs17fm92e00OArj1BuBY7wkxTl4%2Fqnx%2Fmn2qkaLAVEX66N42GHuM%2BFp6VjYpyBj2OK7VmMUCMeorRx38wwK,26,10,1,0,0,#687478565,Apple,"Iphone 7, Iphone 7 Plus, Iphone 8, Iphone 8 Plus",Soul | West,Cover,Silicone,Silicona
7, Funda Ringke Original iPhone X Xs 7 8 Plus Max+vidrio+envio ,622,659,1299,177,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,3.9,51,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-741182860-funda-metalica-magnetica-vidrio-iphone-x-xs-max-8-7-6-plus-_JM?searchVariation=36653627535,33,4,1,3,10,#741182860,Apple,Iphone X;Iphone Xs Max; Iphone 7; Iphone 8; Iphone 7 plus; Iphone 8 plus; Iphone 6; Iphone 6 Plus; Iphone Xr,Norcel,Magnetica,Bumper,TPU/Policarbonato
8, Funda Silicona Premium iPhone 8 7 8 Plus + Vidrio Templado ,1122,1189,374,325,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,19,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-749127423-funda-ringke-original-iphone-x-xs-7-8-plus-maxvidrioenvio-_JM?searchVariation=32500157139,18,1,0,0,0,#749127423,Apple,IPHONE 7; 7 PLUS; 8; 8 PLUS; X; XS; XS MAX; XR,Ringke,Fusion,Rugerizada,Acrílico
9, Funda iPhone 8 Plus 7 Plus Apple Original Silicona Soft ,450,NA,5105,453,12 cuotas,NA,NA,Envío a todo el país,NA,NA,4.6,198,https://perfil.mercadolibre.com.ar/CRAZYSTATION,https://articulo.mercadolibre.com.ar/MLA-655324667-funda-iphone-8-plus-7-plus-apple-original-silicona-soft-_JM,147,29,15,4,3,#655324667,Apple,8 Plus / 7 Plus,Apple,Silicone Case,Bumper,Silicona
10, Funda Tpu Slim iPhone 6s 7 8 Plus X Xr Xs Max + Templado ,520,NA,599,840,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4,22,https://perfil.mercadolibre.com.ar/TIENDASHOPEALO,https://articulo.mercadolibre.com.ar/MLA-636606079-funda-tpu-slim-iphone-6s-7-8-plus-x-xr-xs-max-templado-_JM?searchVariation=28306700119,10,7,2,1,2,#636606079,Apple,"iphone 6, 6s, 6 plus, 6s plus, 7, 7 plus, 8, 8 plus, X, Xs, Xr, Xs Max",Sin Marca,TPU,Silicona,Silicona
