search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca de Celular,Modelo de Celular,Marca da Capa,Modelo da Capa,Tipo de capa,Material,Cor
1, Capa Capinha Ultra Fina Fosca iPhone 6s Plus 7 8 Plus Novo ,22,NA,740,113,4x,5.72,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,12,https://perfil.mercadolivre.com.br/BULIERMODASACESSORIOS,https://produto.mercadolivre.com.br/MLB-1026051169-capa-capinha-ultra-fina-fosca-iphone-6s-plus-7-8-plus-novo-_JM?searchVariation=25994987550,8,2,0,0,2,#1026051169,Apple,Iphone,Bumper,Silicone,Slim,Silicone,NA
2, Capa Anti Impacto + Película Gel P iPhone 5 6 7 8 10 X Xs Xr ,14,NA,809,18,2x,7.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,25,https://perfil.mercadolivre.com.br/NOMOTEC,https://produto.mercadolivre.com.br/MLB-1047628140-capa-anti-impacto-pelicula-gel-p-iphone-5-6-7-8-10-x-xs-xr-_JM?searchVariation=36089029726,19,4,2,0,0,#1047628140,Apple,Iphone,HR,TPU,Capinha de silicone,Silicone,NA
3, Capa Anti Impacto Queda iPhone 5 Se 6 6s 7 8 Plus Xs Max Xr ,8,NA,1638,3,1x,8.89,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,40,https://perfil.mercadolivre.com.br/TECMODENA,https://produto.mercadolivre.com.br/MLB-1047637856-capa-anti-impacto-queda-iphone-5-se-6-6s-7-8-plus-xs-max-xr-_JM?searchVariation=26827628457,29,3,3,4,1,#1047637856,Apple,Escolher no anúncio.,HR,TPU,Capinha,Silicone,NA
4, Capa Anti Impacto P iPhone 6 7 8 10 X Xs Xr + Película Vidro ,10,NA,242,18,2x,5.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,5,https://perfil.mercadolivre.com.br/TECMODENA,https://produto.mercadolivre.com.br/MLB-1230329082-capa-anti-impacto-p-iphone-6-7-8-10-x-xs-xr-pelicula-vidro-_JM?searchVariation=37033346817,4,1,0,0,0,#1230329082,Apple,Escolher no anúncio.,HR,TPU,Capinha,Silicone,NA
5, Capinha Capa Anti Impacto iPhone 5 Se 6 7 8 Plus X 10 Xs Xr ,6,NA,1085,9,1x,6.00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,58,https://perfil.mercadolivre.com.br/NOMOTEC,https://produto.mercadolivre.com.br/MLB-1046394380-capinha-capa-anti-impacto-iphone-5-se-6-7-8-plus-x-10-xs-xr-_JM?searchVariation=26818898415,45,6,4,1,2,#1046394380,Apple,Escolha o modelo no anúncio,H+,"6, 7, 8 ou 10",Capinha,Silicone,NA
6, Capinha Capa Silicone C/ Logo iPhone 6s 7 8 Plus X Xr Xsmax ,33,NA,404,4490,6x,5.66,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,6,https://perfil.mercadolivre.com.br/MALE2382936,https://produto.mercadolivre.com.br/MLB-1248683581-capinha-capa-silicone-c-logo-iphone-6s-7-8-plus-x-xr-xsmax-_JM?searchVariation=38604797226,6,0,0,0,0,#1248683581,Apple,7 8 Plus,Silicone,Protetora,Apple Case,Silicone e microfibra(camurça),NA
7, Capa Capinha Ultra Fina Fosca iPhone 5 6 7 8 Plus Xs Xr Max ,35,NA,249,10974,6x,5.83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,5,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1197368219-capa-capinha-ultra-fina-fosca-iphone-5-6-7-8-plus-xs-xr-max-_JM?searchVariation=34356084379,5,0,0,0,0,#1197368219,iPhone,iphone,jk capas,ultra fina fosca,capa protetor,TPU/Policarbonato,NA
8, Capinha Capa Case Silicone iPhone 7 Plus 8 Plus Lacrada ,31,32,179,896,6x,5.22,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/GLOBALELETRONICOSEIRELI,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=30oWzW3MzXyGZRFtAewESuscWPIbW50eJc7%2Bn06i64rjCedRflUcPP5mfV8yBuJMnY%2BvLuaEoSaxJa0Rjybma1%2B%2FvjZpyWgp%2BvDUvpm%2BjQpseRzyXeQdbmcrsNu%2BvVZeuSl5879MQcJh7vR8CztdNr91EU05LdoTDhm3iUd4FiPVkQseVEFJr82%2BAbFia08XQtMhbDVzv7bb9ET4xAT6b%2FADrSwTDgpBjBzsz2NGNxsW6DjAHzidhKL%2Bd2ZbvPF7igglGNP7sVWK1rJvWK5rx%2B1%2B4ctOlbwAUGrnuFWQzG%2BjS17x6SOQv%2BWVryPv61I5YO2%2BPB7DH%2BLA0J%2Ft4C%2FSTsuxQMy1z4f219xS7BghykDJrBXK0mI1FjZkXzmHRn8cspc7L5lvYOBZVN1m2XcHNzyOnc1NefJS5MIr%2FpkOLB9cbPQILWygZ%2B1GbeZNXWStl%2F%2BymEaS76lrq1jowk7B%2BzXkHisRTpSWvLppWu9%2FFrSSbmDWQiBTDBq2IRfkZhLohRwcnoOGmGiXyG3XR0uoAyGDdsuy%2Bw5qH7jMxI%2FvARYFG3CjveAkHwR3pXcSSIN9RTxPvhgdKtxFhQfrP1eB577aRpmyrVQNVFImICOKjDDJ9Qc9i7SJlxfKTWa3xmSFnsWVi7w7JE7LVDyokzZvwdjTl%2BpVY0u9CAiY92so78KlQ%2BG8OkyOO6yycLSdgDruZKRPHGveHWtdb7XyO6%2BTdxjxqnUbB4CQuZ4gPDKtTlJOHdyiPn4rowAc%2BgnJRpV1cnOOJYDO6vks8IVEjsnwkn6xg%2F24X8Mpsoq%2FGJxMB3YTypaCFsUIAyqYUEMpIzqz1pK9%2Fr%2BO46ZEPjPRMg6qa395qYQtGXJaCmJj%2FdxhJUmMri8qinjDOWggr0cMd2kLnAv58omBcedd6dgAIdy9I3VfHpleBo2x1b3g4tDBYcx3Q4JWEZgRqIhsWUX3lkLWl3Rsp7KbwJzXEw7sQ%2FOVEw1xytSRyKrNqlpc7HBdRC1tzFQnLknrot10Ms037rTILaHXmiMvkMo6fO4XuSpIQqUO4X0uBVmPCYOJNce8%2F8O86WkCrn9UOtEdur65h%2FA1s6nonDqW7IwCFPAZLsmAi2Vm7tGgAGJMWMJt8%2BlH1S5%2F7ZadvZgmEh7z31QggS1d%2BfiiwxvGE5BuTOFrutBYbeF3mmOT0%2BOYJhJ7HQ1i9Js7vdvGbsDRyKWkPwJZkk8%2BQKwSl6k3EbFFHY5Xf7josBoP9YJ5MIwXjE8U35MGXlwWekeNLCFRJuzDwIQbLrk6oePP5NDu%2BU40bmbdIxkjPVkKS0yjVk0TQX%2B9cNb9zoone2R0sivqreYgAN5l%2BjaDglizmlkOd2SwBJAUPPboQG7h6wBxc7Df1vIyHDl3aWbxpFOJoTzwmovGJGuvvFD17M30vMwxC6cLaQ7ZmJZ47dxp6eePri%2FQP9Zo6FcW%2F5Z7wN0PY3cDO83d3cM%2FsZ8KlZf7We0FQwNxqKpWJaQH3UnLTubJSGk6fi7gYfq9cNXzlYOQNmCWm9W8%2BEY3Wo%2F55RmJpYWHvXAY3iMpmb1bTiJP2XCo1rRsyIOx1GvDA2gi%2F%2F95lyDcELwofDpTbsrAXZtZbJ2SetiLzuREyzvEBJrr,2,0,0,0,0,#1246923437,Apple,iphone7 plus  iphone 8 plus,Apple,iPhone,Apple Original,Silicone- Aveludada,NA
9, Capa Capinha Anti Impacto 4em1 iPhone 6 7 8 Plus Xr X Xs Max ,49,NA,166,27636,6x,8.33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,10,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1210095124-capa-capinha-anti-impacto-4em1-iphone-6-7-8-plus-xr-x-xs-max-_JM?searchVariation=35219107399,9,0,1,0,0,#1210095124,Apple,IPHONE,JK CAPAS,CAPA 4 EM 1 ANTI IMPACTO,CAPA PROTETOR,TPU/Policarbonato,NA
10, Capinha Silicone Aveludado iPhone 8 Plus Verde Agua ,29,NA,178,322,5x,5.80,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,6,https://perfil.mercadolivre.com.br/REI_CELULAR,https://produto.mercadolivre.com.br/MLB-1165539317-capinha-silicone-aveludado-iphone-8-plus-verde-agua-_JM,5,1,0,0,0,#1165539317,Apple,Iphone 8 Plus,Apple,iPhone 8 Plus,Silicone,Silicone,NA
