search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Formato
1, Auriculares Bluetooth P47 Inalámbricos Microsd Colors En Loi ,399,NA,1217,717,18 cuotas,22.17,NA,Envío a todo el país,NA,NA,4.6,41,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-458983451-auriculares-bluetooth-p47-inalambricos-microsd-colors-en-loi-_JM,29,11,0,0,1,#458983451,NA,NA,NA
2, Auriculares Jbl Manos Libres T450 Bluetooth Inalambricos ,2290,NA,282,4891,18 cuotas,127.22,NA,Envío a todo el país,NA,NA,4.8,75,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-449839490-auriculares-jbl-manos-libres-t450-bluetooth-inalambricos-_JM,62,12,0,1,0,#449839490,JBL,T450,Con Vincha
3, Auriculares Bluetooth Manos Libres Jbl E25bt iPhone Febo ,2398,NA,186,99813,18 cuotas,133.22,NA,Envío a todo el país,NA,NA,4.8,21,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-449243520-auriculares-bluetooth-manos-libres-jbl-e25bt-iphone-febo-_JM,16,5,0,0,0,#449243520,JBL,E25BT,Sin Vincha
4, Auriculares Jbl Manos Libres T450 Bluetooth Inalambricos ® ,2690,NA,40,460,18 cuotas,149.44,NA,Envío a todo el país,NA,NA,5,5,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-457117328-auriculares-jbl-manos-libres-t450-bluetooth-inalambricos--_JM,5,0,0,0,0,#457117328,JBL,T450,Con Vincha
5, Auriculares Bluetooth Caja De Carga Inalámbrica Oferta ,635,NA,184,2863,18 cuotas,35.28,NA,Envío a todo el país,NA,NA,3.6,13,http://perfil.mercadolibre.com.uy/ELECTROVENTAS+ONLINE,https://articulo.mercadolibre.com.uy/MLU-459144646-auriculares-bluetooth-caja-de-carga-inalambrica-oferta-_JM,4,4,3,0,2,#459144646,Apple,NA,NA
6, Auriculares Bluetooth I7 Tws Mini Caja Carga Inalámbrica Loi ,467,640,260,822,18 cuotas,25.94,NA,Envío a todo el país,NA,NA,3.5,15,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-456795897-auriculares-bluetooth-i7-tws-mini-caja-carga-inalambrica-loi-_JM,5,4,2,1,3,#456795897,NA,NA,NA
7, Auriculares Bluetooth Inalámbricos! Similar Aipods Sólo Rosa ,600,NA,64,4,18 cuotas,33.33,NA,Envío gratis a todo el país,NA,NA,3.8,5,http://perfil.mercadolibre.com.uy/IMPOCAR+SA,https://articulo.mercadolibre.com.uy/MLU-460510396-auriculares-bluetooth-inalambricos-similar-aipods-solo-rosa-_JM,2,1,1,1,0,#460510396,Apple,NA,NA
8, Auriculares Bluetooth Inalambrico Android iPhone Jogger ® ,330,NA,439,3996,18 cuotas,18.33,NA,Envío a todo el país,NA,NA,3.9,28,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-449191430-auriculares-bluetooth-inalambrico-android-iphone-jogger--_JM,11,9,4,2,2,#449191430,Jogger,NA,Sin Vincha
9, Auricular Manos Libres Bluetooth Wireless Headset ,290,NA,102,40,18 cuotas,16.11,NA,Entrega a acordar con el vendedor,NA,NA,4.3,6,http://perfil.mercadolibre.com.uy/ILUMINAR%C3%81S,https://articulo.mercadolibre.com.uy/MLU-459217731-auricular-manos-libres-bluetooth-wireless-headset-_JM,3,2,1,0,0,#459217731,NA,NA,NA
10, Auriculares Bluetooth P47 Inalámbricos Microsd Manos Libre. ,425,NA,242,562,18 cuotas,23.61,NA,Envío a todo el país,NA,NA,4.6,16,http://perfil.mercadolibre.com.uy/TMO+TUMEJOROPCION,https://articulo.mercadolibre.com.uy/MLU-456663027-auriculares-bluetooth-p47-inalambricos-microsd-manos-libre-_JM,11,3,2,0,0,#456663027,NA,NA,Con Vincha
11, Auriculares Manos Libres P47 Bluetooth Inalambrico Calidad ,417,NA,75,935,18 cuotas,23.17,NA,Envío a todo el país,NA,NA,4.7,3,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-453667348-auriculares-manos-libres-p47-bluetooth-inalambrico-calidad-_JM,2,1,0,0,0,#453667348,NA,NA,NA
12, Auriculares Bluetooth Simil AirPods iPhone + Caja De Carga ® ,550,NA,268,4998,18 cuotas,30.56,NA,Envío a todo el país,NA,NA,4,16,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-443023854-auriculares-bluetooth-simil-airpods-iphone-caja-de-carga--_JM,9,2,3,0,2,#443023854,Apple,AirPods,NA
